MJdatet,Time,PRN,Az,Ele,Lat,Lon,Stec,Vtec,S4
57098.99757,23.941667,18,299.78,43.29,14.535,74.811,-0.64,-0.47,-99
57098.99792,23.95,18,300.1,43.3,14.549,74.82,-0.59,-0.43,-99
57098.99826,23.958333,18,300.41,43.3,14.564,74.829,-0.59,-0.43,-99
57098.99861,23.966667,18,300.72,43.3,14.578,74.838,-0.62,-0.45,-99
57098.99896,23.975,18,301.03,43.3,14.593,74.846,-0.58,-0.42,-99
57098.99931,23.983333,18,301.34,43.3,14.607,74.855,-0.57,-0.41,-99
57098.99965,23.991667,18,301.66,43.3,14.621,74.864,-0.58,-0.42,-99
57098.11181,2.683333,19,307.69,11.68,19.067,69.093,44.65,16.6,-99
57098.11215,2.691667,19,307.51,11.78,19.012,69.117,44.93,16.74,-99
57098.1125,2.7,19,307.33,11.88,18.958,69.14,45.17,16.87,-99
57098.11285,2.708333,19,307.14,11.99,18.905,69.162,45.33,16.97,-99
57098.11319,2.716667,19,306.96,12.09,18.851,69.184,45.57,17.1,-99
57098.11354,2.725,19,306.78,12.19,18.799,69.206,45.81,17.22,-99
57098.11389,2.733333,19,306.59,12.29,18.746,69.227,45.9,17.3,-99
57098.11424,2.741667,19,306.41,12.38,18.694,69.248,46.05,17.39,-99
57098.11458,2.75,19,306.22,12.48,18.643,69.269,46.3,17.53,-99
57098.11493,2.758333,19,306.03,12.58,18.592,69.289,46.47,17.63,-99
57098.11528,2.766667,19,305.84,12.68,18.541,69.309,46.69,17.75,-99
57098.11563,2.775,19,305.66,12.77,18.491,69.329,46.93,17.89,-99
57098.11597,2.783333,19,305.47,12.87,18.441,69.348,47.08,17.98,-99
57098.11632,2.791667,19,305.28,12.96,18.392,69.367,47.21,18.07,-99
57098.11667,2.8,19,305.09,13.05,18.343,69.386,47.38,18.18,-99
57098.11701,2.808333,19,304.89,13.15,18.294,69.404,47.56,18.29,-99
57098.11736,2.816667,19,304.7,13.24,18.246,69.422,47.61,18.34,-99
57098.11771,2.825,19,304.51,13.33,18.198,69.439,47.65,18.4,-99
57098.11806,2.833333,19,304.32,13.42,18.15,69.457,47.66,18.44,-99
57098.1184,2.841667,19,304.12,13.51,18.103,69.474,47.69,18.5,-99
57098.11875,2.85,19,303.93,13.6,18.056,69.49,47.66,18.52,-99
57098.1191,2.858333,19,303.73,13.69,18.01,69.507,47.68,18.57,-99
57098.11944,2.866667,19,303.54,13.78,17.964,69.523,47.68,18.61,-99
57098.11979,2.875,19,303.34,13.86,17.918,69.538,47.63,18.63,-99
57098.12014,2.883333,19,303.14,13.95,17.873,69.554,47.61,18.66,-99
57098.12049,2.891667,19,302.95,14.04,17.827,69.569,47.63,18.7,-99
57098.12083,2.9,19,302.75,14.12,17.783,69.584,47.64,18.75,-99
57098.12118,2.908333,19,302.55,14.2,17.738,69.598,47.66,18.79,-99
57098.12153,2.916667,19,302.35,14.29,17.694,69.613,47.75,18.87,-99
57098.12188,2.925,19,302.15,14.37,17.65,69.627,47.79,18.92,-99
57098.12222,2.933333,19,301.95,14.45,17.607,69.64,47.82,18.97,-99
57098.12257,2.941667,19,301.74,14.53,17.563,69.654,47.84,19.01,-99
57098.12292,2.95,19,301.54,14.61,17.52,69.667,47.87,19.06,-99
57098.12326,2.958333,19,301.34,14.69,17.478,69.68,47.86,19.09,-99
57098.12361,2.966667,19,301.14,14.77,17.435,69.692,47.95,19.17,-99
57098.12396,2.975,19,300.93,14.85,17.393,69.705,47.97,19.21,-99
57098.12431,2.983333,19,300.73,14.93,17.351,69.717,47.96,19.24,-99
57098.12465,2.991667,19,300.52,15,17.31,69.729,48.06,19.32,-99
57098.125,3,19,300.32,15.08,17.269,69.74,48.1,19.37,-99
57098.12535,3.008333,19,300.11,15.15,17.227,69.752,48.19,19.44,-99
57098.12569,3.016667,19,299.9,15.23,17.187,69.763,48.29,19.52,-99
57098.12604,3.025,19,299.69,15.3,17.146,69.774,48.34,19.57,-99
57098.12639,3.033333,19,299.49,15.37,17.106,69.784,48.48,19.66,-99
57098.12674,3.041667,19,299.28,15.44,17.066,69.795,48.58,19.74,-99
57098.12708,3.05,19,299.07,15.52,17.026,69.805,48.73,19.83,-99
57098.12743,3.058333,19,298.86,15.59,16.987,69.815,48.85,19.92,-99
57098.12778,3.066667,19,298.65,15.65,16.947,69.824,48.9,19.97,-99
57098.12813,3.075,19,298.44,15.72,16.908,69.834,48.98,20.03,-99
57098.12847,3.083333,19,298.23,15.79,16.869,69.843,49.05,20.1,-99
57098.12882,3.091667,19,298.01,15.86,16.831,69.852,49.1,20.15,-99
57098.12917,3.1,19,297.8,15.92,16.792,69.861,49.12,20.19,-99
57098.12951,3.108333,19,297.59,15.99,16.754,69.869,49.18,20.25,-99
57098.12986,3.116667,19,297.37,16.05,16.716,69.878,49.16,20.27,-99
57098.13021,3.125,19,297.16,16.12,16.678,69.886,49.14,20.3,-99
57098.13056,3.133333,19,296.95,16.18,16.64,69.894,49.19,20.35,-99
57098.1309,3.141667,19,296.73,16.24,16.603,69.901,49.24,20.4,-99
57098.13125,3.15,19,296.52,16.3,16.566,69.909,49.35,20.48,-99
57098.1316,3.158333,19,296.3,16.36,16.529,69.916,49.44,20.55,-99
57098.13194,3.166667,19,296.08,16.42,16.492,69.923,49.57,20.63,-99
57098.13229,3.175,19,295.87,16.48,16.455,69.93,49.61,20.68,-99
57098.13264,3.183333,19,295.65,16.54,16.419,69.937,49.65,20.72,-99
57098.13299,3.191667,19,295.43,16.6,16.382,69.943,49.72,20.78,-99
57098.13333,3.2,19,295.21,16.66,16.346,69.95,49.8,20.84,-99
57098.13368,3.208333,19,294.99,16.71,16.31,69.956,49.88,20.9,-99
57098.13403,3.216667,19,294.77,16.77,16.275,69.961,49.81,20.9,-99
57098.13438,3.225,19,294.55,16.82,16.239,69.967,49.92,20.98,-99
57098.13472,3.233333,19,294.33,16.87,16.204,69.973,50,21.04,-99
57098.13507,3.241667,19,294.11,16.93,16.168,69.978,50.07,21.09,-99
57098.13542,3.25,19,293.89,16.98,16.133,69.983,50.21,21.18,-99
57098.13576,3.258333,19,293.67,17.03,16.098,69.988,50.22,21.21,-99
57098.13611,3.266667,19,293.45,17.08,16.063,69.993,50.33,21.29,-99
57098.13646,3.275,19,293.22,17.13,16.029,69.997,50.43,21.35,-99
57098.13681,3.283333,19,293,17.18,15.994,70.002,50.63,21.46,-99
57098.13715,3.291667,19,292.78,17.22,15.96,70.006,50.71,21.52,-99
57098.1375,3.3,19,292.55,17.27,15.925,70.01,50.78,21.58,-99
57098.13785,3.308333,19,292.33,17.32,15.891,70.014,50.84,21.63,-99
57098.13819,3.316667,19,292.11,17.36,15.857,70.018,50.92,21.68,-99
57098.13854,3.325,19,291.88,17.41,15.823,70.021,51.05,21.76,-99
57098.13889,3.333333,19,291.66,17.45,15.789,70.025,51.17,21.84,-99
57098.13924,3.341667,19,291.43,17.49,15.756,70.028,51.26,21.9,-99
57098.13958,3.35,19,291.2,17.53,15.722,70.031,51.44,22,-99
57098.13993,3.358333,19,290.98,17.57,15.689,70.034,51.53,22.06,-99
57098.14028,3.366667,19,290.75,17.61,15.656,70.036,51.69,22.15,-99
57098.14063,3.375,19,290.52,17.65,15.622,70.039,51.91,22.27,-99
57098.14097,3.383333,19,290.3,17.69,15.589,70.041,52.08,22.36,-99
57098.14132,3.391667,19,290.07,17.73,15.556,70.044,52.31,22.48,-99
57098.14167,3.4,19,289.84,17.77,15.523,70.046,52.47,22.57,-99
57098.14201,3.408333,19,289.61,17.8,15.491,70.048,52.77,22.72,-99
57098.14236,3.416667,19,289.38,17.84,15.458,70.049,52.98,22.83,-99
57098.14271,3.425,19,289.16,17.87,15.425,70.051,53.08,22.89,-99
57098.14306,3.433333,19,288.93,17.91,15.393,70.052,53.33,23.02,-99
57098.1434,3.441667,19,288.7,17.94,15.361,70.054,53.45,23.09,-99
57098.14375,3.45,19,288.47,17.97,15.328,70.055,53.58,23.16,-99
57098.1441,3.458333,19,288.24,18,15.296,70.056,53.68,23.22,-99
57098.14444,3.466667,19,288.01,18.03,15.264,70.057,53.78,23.29,-99
57098.14479,3.475,19,287.78,18.06,15.232,70.058,53.85,23.33,-99
57098.14514,3.483333,19,287.54,18.09,15.2,70.058,53.93,23.38,-99
57098.14549,3.491667,19,287.31,18.12,15.168,70.059,54.13,23.48,-99
57098.14583,3.5,19,287.08,18.15,15.136,70.059,54.24,23.55,-99
57098.14618,3.508333,19,286.85,18.17,15.105,70.059,54.34,23.61,-99
57098.14653,3.516667,19,286.62,18.2,15.073,70.059,54.46,23.68,-99
57098.14688,3.525,19,286.39,18.22,15.041,70.059,54.63,23.76,-99
57098.14722,3.533333,19,286.15,18.25,15.01,70.059,54.84,23.87,-99
57098.14757,3.541667,19,285.92,18.27,14.978,70.058,54.93,23.92,-99
57098.14792,3.55,19,285.69,18.29,14.947,70.058,55.19,24.05,-99
57098.14826,3.558333,19,285.45,18.32,14.916,70.057,55.49,24.19,-99
57098.14861,3.566667,19,285.22,18.34,14.884,70.057,55.65,24.27,-99
57098.14896,3.575,19,284.99,18.36,14.853,70.056,55.88,24.39,-99
57098.14931,3.583333,19,284.75,18.38,14.822,70.055,56.06,24.48,-99
57098.14965,3.591667,19,284.52,18.39,14.791,70.053,56.27,24.58,-99
57098.15,3.6,19,284.28,18.41,14.76,70.052,56.5,24.69,-99
57098.15035,3.608333,19,284.05,18.43,14.729,70.051,56.72,24.8,-99
57098.15069,3.616667,19,283.82,18.44,14.698,70.049,56.99,24.92,-99
57098.15104,3.625,19,283.58,18.46,14.667,70.048,57.21,25.03,-99
57098.15139,3.633333,19,283.35,18.47,14.636,70.046,57.52,25.18,-99
57098.15174,3.641667,19,283.11,18.49,14.605,70.044,57.82,25.32,-99
57098.15208,3.65,19,282.88,18.5,14.574,70.042,58.07,25.43,-99
57098.15243,3.658333,19,282.64,18.51,14.544,70.04,58.22,25.51,-99
57098.15278,3.666667,19,282.41,18.52,14.513,70.038,58.44,25.61,-99
57098.15313,3.675,19,282.17,18.54,14.482,70.035,58.65,25.71,-99
57098.15347,3.683333,19,281.93,18.55,14.452,70.033,58.84,25.8,-99
57098.15382,3.691667,19,281.7,18.55,14.421,70.03,59,25.87,-99
57098.15417,3.7,19,281.46,18.56,14.39,70.027,59.17,25.95,-99
57098.15451,3.708333,19,281.23,18.57,14.36,70.024,59.45,26.08,-99
57098.15486,3.716667,19,280.99,18.58,14.329,70.022,59.66,26.18,-99
57098.15521,3.725,19,280.75,18.58,14.299,70.018,59.88,26.28,-99
57098.15556,3.733333,19,280.52,18.59,14.268,70.015,60.18,26.41,-99
57098.1559,3.741667,19,280.28,18.59,14.237,70.012,60.41,26.52,-99
57098.15625,3.75,19,280.04,18.6,14.207,70.009,60.67,26.64,-99
57098.1566,3.758333,19,279.81,18.6,14.176,70.005,60.91,26.74,-99
57098.15694,3.766667,19,279.57,18.6,14.146,70.002,61.17,26.86,-99
57098.15729,3.775,19,279.33,18.6,14.116,69.998,61.38,26.95,-99
57098.15764,3.783333,19,279.1,18.6,14.085,69.994,61.64,27.07,-99
57098.15799,3.791667,19,278.86,18.61,14.055,69.99,61.79,27.13,-99
57098.15833,3.8,19,278.62,18.6,14.024,69.986,61.97,27.21,-99
57098.15868,3.808333,19,278.39,18.6,13.994,69.982,62.12,27.27,-99
57098.15903,3.816667,19,278.15,18.6,13.963,69.978,62.3,27.35,-99
57098.15938,3.825,19,277.91,18.6,13.933,69.973,62.46,27.42,-99
57098.15972,3.833333,19,277.67,18.59,13.902,69.969,62.66,27.51,-99
57098.16007,3.841667,19,277.44,18.59,13.872,69.964,62.97,27.64,-99
57098.16042,3.85,19,277.2,18.59,13.842,69.96,63.18,27.73,-99
57098.16076,3.858333,19,276.96,18.58,13.811,69.955,63.4,27.82,-99
57098.16111,3.866667,19,276.73,18.57,13.781,69.95,63.61,27.91,-99
57098.16146,3.875,19,276.49,18.57,13.75,69.945,63.82,28,-99
57098.16181,3.883333,19,276.25,18.56,13.72,69.94,63.95,28.05,-99
57098.16215,3.891667,19,276.01,18.55,13.689,69.935,64.09,28.11,-99
57098.1625,3.9,19,275.78,18.54,13.659,69.93,64.21,28.15,-99
57098.16285,3.908333,19,275.54,18.53,13.628,69.925,64.44,28.24,-99
57098.16319,3.916667,19,275.3,18.52,13.598,69.919,64.51,28.27,-99
57098.16354,3.925,19,275.06,18.51,13.567,69.914,64.72,28.35,-99
57098.16389,3.933333,19,274.83,18.5,13.536,69.908,64.94,28.44,-99
57098.16424,3.941667,19,274.59,18.49,13.506,69.903,65.11,28.51,-99
57098.16458,3.95,19,274.35,18.47,13.475,69.897,65.28,28.57,-99
57098.16493,3.958333,19,274.12,18.46,13.444,69.891,65.51,28.66,-99
57098.16528,3.966667,19,273.88,18.44,13.414,69.885,65.65,28.71,-99
57098.16563,3.975,19,273.64,18.43,13.383,69.879,65.83,28.78,-99
57098.16597,3.983333,19,273.4,18.41,13.352,69.873,66.02,28.85,-99
57098.16632,3.991667,19,273.17,18.4,13.321,69.867,66.21,28.93,-99
57098.16667,4,19,272.93,18.38,13.291,69.861,66.53,29.05,-99
57098.16701,4.008333,19,272.69,18.36,13.26,69.854,66.66,29.1,-99
57098.16736,4.016667,19,272.46,18.34,13.229,69.848,66.96,29.21,-99
57098.16771,4.025,19,272.22,18.33,13.198,69.841,67.27,29.33,-99
57098.16806,4.033333,19,271.98,18.31,13.167,69.835,67.5,29.42,-99
57098.1684,4.041667,19,271.75,18.29,13.136,69.828,67.67,29.48,-99
57098.16875,4.05,19,271.51,18.26,13.105,69.822,67.92,29.57,-99
57098.1691,4.058333,19,271.28,18.24,13.074,69.815,68.17,29.67,-99
57098.16944,4.066667,19,271.04,18.22,13.043,69.808,68.39,29.75,-99
57098.16979,4.075,19,270.8,18.2,13.011,69.801,68.63,29.84,-99
57098.17014,4.083333,19,270.57,18.17,12.98,69.794,68.86,29.92,-99
57098.17049,4.091667,19,270.33,18.15,12.949,69.787,69.08,30,-99
57098.17083,4.1,19,270.1,18.13,12.918,69.78,69.26,30.06,-99
57098.17118,4.108333,19,269.86,18.1,12.886,69.772,69.52,30.15,-99
57098.17153,4.116667,19,269.62,18.08,12.855,69.765,69.71,30.22,-99
57098.17188,4.125,19,269.39,18.05,12.823,69.758,69.85,30.25,-99
57098.17222,4.133333,19,269.15,18.02,12.792,69.75,70.01,30.3,-99
57098.17257,4.141667,19,268.92,18,12.76,69.743,70.18,30.36,-99
57098.17292,4.15,19,268.68,17.97,12.728,69.735,70.39,30.43,-99
57098.17326,4.158333,19,268.45,17.94,12.697,69.727,70.57,30.48,-99
57098.17361,4.166667,19,268.21,17.91,12.665,69.719,70.81,30.57,-99
57098.17396,4.175,19,267.98,17.88,12.633,69.712,71.09,30.66,-99
57098.17431,4.183333,19,267.74,17.85,12.601,69.704,71.41,30.78,-99
57098.17465,4.191667,19,267.51,17.82,12.569,69.696,71.68,30.87,-99
57098.175,4.2,19,267.27,17.79,12.537,69.688,71.98,30.98,-99
57098.17535,4.208333,19,267.04,17.76,12.505,69.68,72.27,31.08,-99
57098.17569,4.216667,19,266.81,17.72,12.473,69.672,72.65,31.21,-99
57098.17604,4.225,19,266.57,17.69,12.44,69.663,72.97,31.33,-99
57098.17639,4.233333,19,266.34,17.66,12.408,69.655,73.26,31.42,-99
57098.17674,4.241667,19,266.11,17.62,12.376,69.647,73.47,31.49,-99
57098.17708,4.25,19,265.87,17.59,12.343,69.639,73.74,31.58,-99
57098.17743,4.258333,19,265.64,17.55,12.31,69.63,74.06,31.69,-99
57098.17778,4.266667,19,265.41,17.52,12.278,69.622,74.35,31.79,-99
57098.17813,4.275,19,265.17,17.48,12.245,69.613,74.64,31.88,-99
57098.17847,4.283333,19,264.94,17.45,12.212,69.605,74.89,31.96,-99
57098.17882,4.291667,19,264.71,17.41,12.179,69.596,75.28,32.1,-99
57098.17917,4.3,19,264.48,17.37,12.146,69.587,75.74,32.26,-99
57098.17951,4.308333,19,264.24,17.33,12.113,69.578,76.08,32.38,-99
57098.17986,4.316667,19,264.01,17.3,12.08,69.57,76.29,32.43,-99
57098.18021,4.325,19,263.78,17.26,12.047,69.561,76.68,32.57,-99
57098.18056,4.333333,19,263.55,17.22,12.014,69.552,77.03,32.69,-99
57098.1809,4.341667,19,263.32,17.18,11.98,69.543,77.45,32.83,-99
57098.18125,4.35,19,263.08,17.14,11.947,69.534,77.84,32.97,-99
57098.1816,4.358333,19,262.85,17.1,11.913,69.525,78.16,33.07,-99
57098.18194,4.366667,19,262.62,17.06,11.879,69.516,78.49,33.17,-99
57098.18229,4.375,19,262.39,17.01,11.846,69.507,78.85,33.29,-99
57098.18264,4.383333,19,262.16,16.97,11.812,69.498,79.19,33.4,-99
57098.18299,4.391667,19,261.93,16.93,11.778,69.488,79.55,33.52,-99
57098.18333,4.4,19,261.7,16.89,11.744,69.479,79.96,33.66,-99
57098.18368,4.408333,19,261.47,16.84,11.709,69.47,80.28,33.75,-99
57098.18403,4.416667,19,261.24,16.8,11.675,69.461,80.68,33.89,-99
57098.18438,4.425,19,261.01,16.76,11.641,69.451,80.95,33.96,-99
57098.18472,4.433333,19,260.78,16.71,11.606,69.442,81.34,34.09,-99
57098.18507,4.441667,19,260.55,16.67,11.572,69.432,81.79,34.24,-99
57098.18542,4.45,19,260.32,16.62,11.537,69.423,82.15,34.35,-99
57098.18576,4.458333,19,260.1,16.58,11.502,69.413,82.49,34.46,-99
57098.18611,4.466667,19,259.87,16.53,11.467,69.404,82.79,34.54,-99
57098.18646,4.475,19,259.64,16.48,11.432,69.394,83.35,34.74,-99
57098.18681,4.483333,19,259.41,16.44,11.397,69.385,83.84,34.9,-99
57098.18715,4.491667,19,259.18,16.39,11.362,69.375,84.14,34.99,-99
57098.1875,4.5,19,258.96,16.34,11.326,69.365,84.57,35.12,-99
57098.18785,4.508333,19,258.73,16.29,11.291,69.356,84.97,35.25,-99
57098.18819,4.516667,19,258.5,16.25,11.255,69.346,85.38,35.38,-99
57098.18854,4.525,19,258.27,16.2,11.22,69.336,85.83,35.52,-99
57098.18889,4.533333,19,258.05,16.15,11.184,69.327,86.26,35.65,-99
57098.18924,4.541667,19,257.82,16.1,11.148,69.317,86.68,35.78,-99
57098.18958,4.55,19,257.59,16.05,11.112,69.307,87.04,35.89,-99
57098.18993,4.558333,19,257.37,16,11.076,69.297,87.58,36.07,-99
57098.19028,4.566667,19,257.14,15.95,11.039,69.287,87.93,36.17,-99
57098.19063,4.575,19,256.92,15.9,11.003,69.277,88.26,36.26,-99
57098.19097,4.583333,19,256.69,15.85,10.967,69.268,88.7,36.39,-99
57098.19132,4.591667,19,256.47,15.8,10.93,69.258,89.07,36.5,-99
57098.19167,4.6,19,256.24,15.74,10.893,69.248,89.42,36.6,-99
57098.19201,4.608333,19,256.02,15.69,10.856,69.238,89.74,36.68,-99
57098.19236,4.616667,19,255.79,15.64,10.819,69.228,90.14,36.8,-99
57098.19549,4.691667,19,253.78,15.16,10.48,69.139,90.14,36.37,-99
57098.19583,4.7,19,253.56,15.1,10.442,69.129,90.14,36.32,-99
57098.19618,4.708333,19,253.34,15.05,10.403,69.119,90.55,36.44,-99
57098.19653,4.716667,19,253.12,14.99,10.365,69.109,90.79,36.48,-99
57098.19688,4.725,19,252.89,14.94,10.326,69.099,91.34,36.65,-99
57098.19722,4.733333,19,252.67,14.88,10.287,69.089,91.83,36.8,-99
57098.19757,4.741667,19,252.45,14.83,10.248,69.079,92.21,36.9,-99
57098.19792,4.75,19,252.23,14.77,10.209,69.069,92.55,36.99,-99
57098.19826,4.758333,19,252.01,14.71,10.17,69.059,92.98,37.11,-99
57098.19861,4.766667,19,251.79,14.66,10.13,69.05,93.5,37.27,-99
57098.19896,4.775,19,251.57,14.6,10.091,69.04,94.1,37.45,-99
57098.19931,4.783333,19,251.35,14.54,10.051,69.03,94.34,37.5,-99
57098.19965,4.791667,19,251.13,14.49,10.011,69.02,94.6,37.55,-99
57098.2,4.8,19,250.91,14.43,9.971,69.01,95,37.66,-99
57098.20035,4.808333,19,250.69,14.37,9.931,69.001,95.34,37.74,-99
57098.20069,4.816667,19,250.47,14.31,9.891,68.991,95.53,37.76,-99
57098.21215,5.091667,19,243.37,12.34,8.481,68.697,95.53,36.05,-99
57098.2125,5.1,19,243.16,12.28,8.435,68.689,95.68,36.06,-99
57098.21285,5.108333,19,242.95,12.22,8.39,68.682,95.94,36.1,-99
57098.21319,5.116667,19,242.74,12.16,8.344,68.674,96.28,36.18,-99
57098.21354,5.125,19,242.53,12.1,8.299,68.667,96.57,36.24,-99
57098.21389,5.133333,19,242.31,12.04,8.253,68.659,96.82,36.28,-99
57098.21424,5.141667,19,242.1,11.98,8.207,68.652,97.12,36.34,-99
57098.21458,5.15,19,241.89,11.92,8.161,68.645,97.26,36.35,-99
57098.21493,5.158333,19,241.68,11.86,8.115,68.638,97.46,36.37,-99
57098.21528,5.166667,19,241.47,11.8,8.068,68.631,97.77,36.44,-99
57098.21563,5.175,19,241.26,11.74,8.022,68.624,97.97,36.46,-99
57098.21597,5.183333,19,241.05,11.67,7.975,68.618,98.26,36.52,-99
57098.21632,5.191667,19,240.84,11.61,7.928,68.611,98.51,36.56,-99
57098.21667,5.2,19,240.64,11.55,7.881,68.605,98.78,36.61,-99
57098.21701,5.208333,19,240.43,11.49,7.834,68.599,98.97,36.63,-99
57098.21736,5.216667,19,240.22,11.43,7.787,68.592,99.18,36.66,-99
57098.21771,5.225,19,240.01,11.37,7.74,68.586,99.42,36.7,-99
57098.21806,5.233333,19,239.8,11.31,7.692,68.58,99.63,36.73,-99
57098.2184,5.241667,19,239.59,11.25,7.645,68.575,99.92,36.79,-99
57098.21875,5.25,19,239.38,11.19,7.597,68.569,100.2,36.84,-99
57098.2191,5.258333,19,239.18,11.13,7.549,68.564,100.37,36.86,-99
57098.21944,5.266667,19,238.97,11.07,7.501,68.558,100.44,36.83,-99
57098.21979,5.275,19,238.76,11.01,7.453,68.553,100.59,36.84,-99
57098.22014,5.283333,19,238.55,10.95,7.405,68.548,100.86,36.89,-99
57098.22049,5.291667,19,238.35,10.89,7.357,68.543,101.04,36.91,-99
57098.22083,5.3,19,238.14,10.83,7.308,68.538,101.29,36.95,-99
57098.22118,5.308333,19,237.93,10.77,7.26,68.534,101.6,37.01,-99
57098.22153,5.316667,19,237.73,10.71,7.211,68.529,101.79,37.03,-99
57098.22188,5.325,19,237.52,10.65,7.162,68.525,102.11,37.1,-99
57098.22222,5.333333,19,237.31,10.59,7.113,68.521,102.22,37.1,-99
57098.22257,5.341667,19,237.11,10.53,7.064,68.517,102.35,37.09,-99
57098.22292,5.35,19,236.9,10.47,7.015,68.513,102.52,37.11,-99
57098.22326,5.358333,19,236.7,10.41,6.965,68.509,102.62,37.1,-99
57098.22361,5.366667,19,236.49,10.35,6.916,68.506,102.79,37.11,-99
57098.22396,5.375,19,236.28,10.29,6.867,68.502,103.12,37.19,-99
57098.22431,5.383333,19,236.08,10.24,6.817,68.499,103.41,37.25,-99
57098.22465,5.391667,19,235.87,10.18,6.767,68.496,103.42,37.2,-99
57098.225,5.4,19,235.67,10.12,6.717,68.494,103.72,37.26,-99
57098.22535,5.408333,19,235.46,10.06,6.667,68.491,103.88,37.28,-99
57098.22569,5.416667,19,235.26,10,6.617,68.489,103.98,37.26,-99
57098.22604,5.425,19,235.06,9.94,6.567,68.486,104.16,37.28,-99
57098.22639,5.433333,19,234.85,9.89,6.517,68.484,104.34,37.31,-99
57098.22674,5.441667,19,234.65,9.83,6.467,68.483,104.59,37.35,-99
57098.2309,5.541667,19,232.21,9.15,5.856,68.477,104.59,36.84,-99
57098.23125,5.55,19,232.01,9.09,5.805,68.478,104.75,36.85,-99
57098.2316,5.558333,19,231.81,9.03,5.753,68.479,104.86,36.85,-99
57098.23194,5.566667,19,231.6,8.98,5.702,68.48,105.03,36.87,-99
57098.23229,5.575,19,231.4,8.92,5.65,68.482,105.27,36.91,-99
57098.23264,5.583333,19,231.2,8.87,5.599,68.484,105.38,36.91,-99
57098.23299,5.591667,19,231,8.82,5.547,68.486,98.32,34.4,-99
57098.23333,5.6,19,230.8,8.76,5.495,68.488,103.93,36.33,-99
57098.33472,8.033333,19,175.88,11.64,2.886,78.298,146.32,54.34,-99
57098.33507,8.041667,19,175.7,11.73,2.931,78.326,146.01,54.33,-99
57098.33542,8.05,19,175.52,11.82,2.977,78.353,145.63,54.3,-99
57098.33576,8.058333,19,175.35,11.91,3.022,78.381,145.21,54.25,-99
57098.33611,8.066667,19,175.17,12,3.068,78.408,144.88,54.24,-99
57098.33646,8.075,19,174.99,12.09,3.113,78.435,144.57,54.24,-99
57098.33681,8.083333,19,174.82,12.18,3.159,78.462,144.19,54.21,-99
57098.33715,8.091667,19,174.64,12.28,3.204,78.488,143.78,54.17,-99
57098.3375,8.1,19,174.46,12.37,3.25,78.514,143.34,54.12,-99
57098.33785,8.108333,19,174.29,12.46,3.296,78.54,143.1,54.15,-99
57098.33819,8.116667,19,174.11,12.56,3.342,78.566,142.7,54.11,-99
57098.33854,8.125,19,173.93,12.65,3.388,78.591,142.46,54.14,-99
57098.33889,8.133333,19,173.76,12.75,3.434,78.616,142.11,54.13,-99
57098.33924,8.141667,19,173.58,12.84,3.479,78.641,141.75,54.11,-99
57098.33958,8.15,19,173.4,12.94,3.525,78.666,141.51,54.14,-99
57098.33993,8.158333,19,173.23,13.03,3.571,78.69,141.18,54.14,-99
57098.34028,8.166667,19,173.05,13.13,3.617,78.714,140.88,54.14,-99
57098.34063,8.175,19,172.87,13.23,3.663,78.738,140.61,54.17,-99
57098.34097,8.183333,19,172.7,13.33,3.709,78.761,140.25,54.15,-99
57098.34132,8.191667,19,172.52,13.43,3.755,78.784,139.97,54.17,-99
57098.34167,8.2,19,172.34,13.53,3.801,78.807,139.68,54.19,-99
57098.34201,8.208333,19,172.16,13.63,3.847,78.83,139.42,54.21,-99
57098.34236,8.216667,19,171.99,13.73,3.893,78.852,139.17,54.24,-99
57098.34271,8.225,19,171.81,13.83,3.939,78.875,138.8,54.23,-99
57098.34306,8.233333,19,171.63,13.93,3.985,78.896,138.66,54.31,-99
57098.3434,8.241667,19,171.46,14.03,4.031,78.918,138.39,54.34,-99
57098.34375,8.25,19,171.28,14.13,4.077,78.94,138.07,54.34,-99
57098.3441,8.258333,19,171.1,14.23,4.123,78.961,137.74,54.35,-99
57098.34444,8.266667,19,170.93,14.34,4.169,78.982,137.53,54.4,-99
57098.34479,8.275,19,170.75,14.44,4.215,79.002,137.28,54.44,-99
57098.34514,8.283333,19,170.57,14.55,4.261,79.023,137,54.46,-99
57098.34549,8.291667,19,170.4,14.65,4.306,79.043,136.76,54.5,-99
57098.34583,8.3,19,170.22,14.76,4.352,79.063,136.48,54.53,-99
57098.34618,8.308333,19,170.04,14.86,4.398,79.082,136.18,54.55,-99
57098.34653,8.316667,19,169.87,14.97,4.443,79.102,135.94,54.59,-99
57098.34688,8.325,19,169.69,15.08,4.489,79.121,135.71,54.64,-99
57098.34722,8.333333,19,169.51,15.18,4.534,79.14,135.39,54.66,-99
57098.34757,8.341667,19,169.33,15.29,4.58,79.159,135.12,54.69,-99
57098.34792,8.35,19,169.16,15.4,4.625,79.177,134.86,54.73,-99
57098.34826,8.358333,19,168.98,15.51,4.671,79.195,134.55,54.75,-99
57098.34861,8.366667,19,168.8,15.62,4.716,79.213,134.32,54.8,-99
57098.34896,8.375,19,168.63,15.73,4.761,79.231,134,54.82,-99
57098.34931,8.383333,19,168.45,15.84,4.806,79.249,133.77,54.87,-99
57098.34965,8.391667,19,168.27,15.95,4.851,79.266,133.43,54.88,-99
57098.35,8.4,19,168.09,16.06,4.896,79.283,133.04,54.87,-99
