MJdatet,Time,PRN,Az,Ele,Lat,Lon,Stec,Vtec,S4
57098.21944,5.266667,1,314.26,16.57,18.606,71.445,92.33,38.56,-99
57098.21979,5.275,1,314.11,16.72,18.555,71.472,92.23,38.66,-99
57098.22014,5.283333,1,313.97,16.87,18.506,71.498,92.11,38.75,-99
57098.22049,5.291667,1,313.82,17.02,18.456,71.524,92,38.85,-99
57098.22083,5.3,1,313.68,17.16,18.407,71.549,91.86,38.93,-99
57098.22118,5.308333,1,313.53,17.31,18.358,71.574,91.76,39.03,-99
57098.22153,5.316667,1,313.38,17.46,18.31,71.599,91.72,39.16,-99
57098.22188,5.325,1,313.23,17.61,18.263,71.623,91.61,39.25,-99
57098.22222,5.333333,1,313.08,17.75,18.216,71.647,91.44,39.32,-99
57098.22257,5.341667,1,312.93,17.9,18.169,71.67,91.36,39.43,-99
57098.22292,5.35,1,312.78,18.04,18.122,71.693,91.26,39.52,-99
57098.22326,5.358333,1,312.62,18.19,18.077,71.716,91.16,39.62,-99
57098.22361,5.366667,1,312.47,18.33,18.031,71.739,91.11,39.74,-99
57098.22396,5.375,1,312.31,18.48,17.986,71.761,91.09,39.87,-99
57098.22431,5.383333,1,312.16,18.62,17.941,71.782,91.08,40.01,-99
57098.22465,5.391667,1,312,18.76,17.897,71.804,91.08,40.15,-99
57098.225,5.4,1,311.84,18.91,17.853,71.825,91.09,40.3,-99
57098.22535,5.408333,1,311.68,19.05,17.81,71.846,91.13,40.46,-99
57098.22569,5.416667,1,311.52,19.19,17.767,71.866,91.15,40.6,-99
57098.22604,5.425,1,311.35,19.33,17.724,71.886,91.17,40.75,-99
57098.22639,5.433333,1,311.19,19.47,17.681,71.906,91.27,40.94,-99
57098.22674,5.441667,1,311.03,19.61,17.639,71.926,91.38,41.13,-99
57098.22708,5.45,1,310.86,19.75,17.598,71.945,91.49,41.32,-99
57098.22743,5.458333,1,310.69,19.89,17.557,71.964,91.6,41.51,-99
57098.22778,5.466667,1,310.53,20.03,17.516,71.982,91.69,41.69,-99
57098.22813,5.475,1,310.36,20.16,17.475,72.001,91.71,41.84,-99
57098.22847,5.483333,1,310.19,20.3,17.435,72.019,91.76,42,-99
57098.22882,5.491667,1,310.02,20.44,17.395,72.037,91.88,42.19,-99
57098.22917,5.5,1,309.84,20.57,17.355,72.054,91.97,42.38,-99
57098.22951,5.508333,1,309.67,20.71,17.316,72.071,92.02,42.54,-99
57098.22986,5.516667,1,309.5,20.84,17.277,72.088,92.06,42.7,-99
57098.23021,5.525,1,309.32,20.98,17.238,72.105,92.13,42.87,-99
57098.23056,5.533333,1,309.15,21.11,17.2,72.121,92.11,43,-99
57098.2309,5.541667,1,308.97,21.24,17.162,72.138,92.13,43.14,-99
57098.23125,5.55,1,308.79,21.37,17.124,72.154,92.17,43.3,-99
57098.2316,5.558333,1,308.61,21.51,17.087,72.169,92.2,43.45,-99
57098.23194,5.566667,1,308.43,21.64,17.05,72.185,92.16,43.57,-99
57098.23229,5.575,1,308.25,21.77,17.013,72.2,92.18,43.71,-99
57098.23264,5.583333,1,308.07,21.9,16.976,72.215,92.18,43.85,-99
57098.23299,5.591667,1,307.88,22.02,16.94,72.23,92.23,44.01,-99
57098.23333,5.6,1,307.7,22.15,16.904,72.244,92.3,44.18,-99
57098.23368,5.608333,1,307.51,22.28,16.868,72.258,92.33,44.33,-99
57098.23403,5.616667,1,307.33,22.41,16.833,72.272,92.35,44.47,-99
57098.23438,5.625,1,307.14,22.53,16.797,72.286,92.27,44.57,-99
57098.23472,5.633333,1,306.95,22.66,16.762,72.3,92.29,44.71,-99
57098.23507,5.641667,1,306.76,22.78,16.728,72.313,92.31,44.85,-99
57098.23542,5.65,1,306.57,22.91,16.693,72.326,92.3,44.98,-99
57098.23576,5.658333,1,306.38,23.03,16.659,72.339,92.37,45.15,-99
57098.23611,5.666667,1,306.18,23.15,16.625,72.352,92.43,45.31,-99
57098.23646,5.675,1,305.99,23.27,16.591,72.364,92.54,45.49,-99
57098.23681,5.683333,1,305.79,23.39,16.557,72.376,92.62,45.66,-99
57098.23715,5.691667,1,305.6,23.52,16.524,72.389,92.77,45.86,-99
57098.2375,5.7,1,305.4,23.63,16.491,72.4,92.86,46.04,-99
57098.23785,5.708333,1,305.2,23.75,16.458,72.412,92.93,46.2,-99
57098.23819,5.716667,1,305,23.87,16.426,72.424,93.07,46.39,-99
57098.23854,5.725,1,304.8,23.99,16.393,72.435,93.15,46.56,-99
57098.23889,5.733333,1,304.6,24.11,16.361,72.446,93.17,46.7,-99
57098.23924,5.741667,1,304.4,24.22,16.329,72.457,93.23,46.85,-99
57098.23958,5.75,1,304.19,24.34,16.297,72.468,93.24,46.99,-99
57098.23993,5.758333,1,303.99,24.45,16.266,72.478,93.29,47.14,-99
57098.24028,5.766667,1,303.78,24.56,16.234,72.489,93.28,47.25,-99
57098.24063,5.775,1,303.58,24.68,16.203,72.499,93.31,47.39,-99
57098.24097,5.783333,1,303.37,24.79,16.172,72.509,93.33,47.53,-99
57098.24132,5.791667,1,303.16,24.9,16.141,72.519,93.33,47.65,-99
57098.24167,5.8,1,302.95,25.01,16.111,72.528,93.35,47.78,-99
57098.24201,5.808333,1,302.74,25.12,16.08,72.538,93.34,47.9,-99
57098.24236,5.816667,1,302.53,25.23,16.05,72.547,93.37,48.03,-99
57098.24271,5.825,1,302.32,25.34,16.02,72.556,93.35,48.14,-99
57098.24306,5.833333,1,302.1,25.45,15.99,72.565,93.41,48.29,-99
57098.2434,5.841667,1,301.89,25.55,15.96,72.574,93.47,48.44,-99
57098.24375,5.85,1,301.67,25.66,15.931,72.583,93.51,48.57,-99
57098.2441,5.858333,1,301.46,25.76,15.901,72.591,93.59,48.73,-99
57098.24444,5.866667,1,301.24,25.87,15.872,72.6,93.63,48.86,-99
57098.24479,5.875,1,301.02,25.97,15.843,72.608,93.66,49,-99
57098.24514,5.883333,1,300.8,26.07,15.814,72.616,93.69,49.12,-99
57098.24549,5.891667,1,300.58,26.17,15.785,72.624,93.71,49.24,-99
57098.24583,5.9,1,300.36,26.27,15.757,72.632,93.69,49.34,-99
57098.24618,5.908333,1,300.14,26.37,15.728,72.639,93.64,49.43,-99
57098.24653,5.916667,1,299.91,26.47,15.7,72.647,93.68,49.56,-99
57098.24688,5.925,1,299.69,26.57,15.672,72.654,93.67,49.67,-99
57098.24722,5.933333,1,299.46,26.67,15.644,72.661,93.68,49.78,-99
57098.24757,5.941667,1,299.24,26.76,15.616,72.668,93.72,49.9,-99
57098.24792,5.95,1,299.01,26.86,15.588,72.675,93.72,50.01,-99
57098.24826,5.958333,1,298.78,26.95,15.561,72.682,93.74,50.13,-99
57098.24861,5.966667,1,298.55,27.05,15.533,72.689,93.78,50.25,-99
57098.24896,5.975,1,298.32,27.14,15.506,72.695,93.89,50.41,-99
57098.24931,5.983333,1,298.09,27.23,15.479,72.701,93.88,50.51,-99
57098.24965,5.991667,1,297.86,27.32,15.451,72.708,93.89,50.62,-99
57098.25,6,1,297.63,27.41,15.425,72.714,93.88,50.71,-99
57098.25035,6.008333,1,297.39,27.5,15.398,72.72,93.9,50.82,-99
57098.25069,6.016667,1,297.16,27.59,15.371,72.726,93.9,50.92,-99
57098.25104,6.025,1,296.92,27.67,15.344,72.731,93.85,50.99,-99
57098.25139,6.033333,1,296.69,27.76,15.318,72.737,93.86,51.09,-99
57098.25174,6.041667,1,296.45,27.85,15.292,72.742,93.84,51.17,-99
57098.25208,6.05,1,296.21,27.93,15.265,72.748,93.8,51.25,-99
57098.25243,6.058333,1,295.97,28.01,15.239,72.753,93.81,51.35,-99
57098.25278,6.066667,1,295.73,28.1,15.213,72.758,93.83,51.45,-99
57098.25313,6.075,1,295.49,28.18,15.187,72.763,93.79,51.52,-99
57098.25347,6.083333,1,295.25,28.26,15.162,72.768,93.81,51.62,-99
57098.25382,6.091667,1,295.01,28.34,15.136,72.773,93.86,51.73,-99
57098.25417,6.1,1,294.76,28.42,15.11,72.777,93.91,51.85,-99
57098.25451,6.108333,1,294.52,28.49,15.085,72.782,93.99,51.98,-99
57098.25486,6.116667,1,294.28,28.57,15.059,72.786,94.05,52.1,-99
57098.25521,6.125,1,294.03,28.65,15.034,72.791,94.08,52.2,-99
57098.25556,6.133333,1,293.78,28.72,15.009,72.795,94.08,52.28,-99
57098.2559,6.141667,1,293.54,28.79,14.984,72.799,94.14,52.4,-99
57098.25625,6.15,1,293.29,28.87,14.959,72.803,94.07,52.44,-99
57098.2566,6.158333,1,293.04,28.94,14.934,72.807,94.08,52.53,-99
57098.25694,6.166667,1,292.79,29.01,14.909,72.811,94.1,52.62,-99
57098.25729,6.175,1,292.54,29.08,14.884,72.814,94.09,52.69,-99
57098.25764,6.183333,1,292.29,29.15,14.859,72.818,94.1,52.77,-99
57098.25799,6.191667,1,292.04,29.22,14.835,72.821,94.11,52.86,-99
57098.25833,6.2,1,291.78,29.28,14.81,72.825,94.16,52.96,-99
57098.25868,6.208333,1,291.53,29.35,14.786,72.828,94.14,53.02,-99
57098.25903,6.216667,1,291.28,29.41,14.761,72.831,94.17,53.11,-99
57098.25938,6.225,1,291.02,29.48,14.737,72.834,94.14,53.16,-99
57098.25972,6.233333,1,290.77,29.54,14.713,72.837,94.15,53.24,-99
57098.26007,6.241667,1,290.51,29.6,14.689,72.84,94.13,53.3,-99
57098.26042,6.25,1,290.25,29.66,14.665,72.843,94.12,53.36,-99
57098.26076,6.258333,1,290,29.72,14.641,72.846,94.12,53.43,-99
57098.26111,6.266667,1,289.74,29.78,14.617,72.848,94.13,53.5,-99
57098.26146,6.275,1,289.48,29.84,14.593,72.851,94.09,53.54,-99
57098.26181,6.283333,1,289.22,29.9,14.569,72.853,94.08,53.6,-99
57098.26215,6.291667,1,288.96,29.95,14.545,72.855,94.04,53.64,-99
57098.2625,6.3,1,288.7,30.01,14.522,72.858,94.04,53.7,-99
57098.26285,6.308333,1,288.44,30.06,14.498,72.86,94.02,53.75,-99
57098.26319,6.316667,1,288.18,30.11,14.474,72.862,94.03,53.81,-99
57098.26354,6.325,1,287.92,30.16,14.451,72.864,93.97,53.84,-99
57098.26389,6.333333,1,287.65,30.21,14.427,72.866,93.97,53.89,-99
57098.26424,6.341667,1,287.39,30.26,14.404,72.868,93.95,53.93,-99
57098.26458,6.35,1,287.12,30.31,14.381,72.869,93.91,53.97,-99
57098.26493,6.358333,1,286.86,30.36,14.357,72.871,93.83,53.97,-99
57098.26528,6.366667,1,286.59,30.4,14.334,72.873,93.85,54.04,-99
57098.26563,6.375,1,286.33,30.45,14.311,72.874,93.82,54.07,-99
57098.26597,6.383333,1,286.06,30.49,14.288,72.876,93.85,54.14,-99
57098.26632,6.391667,1,285.8,30.54,14.265,72.877,93.9,54.21,-99
57098.26667,6.4,1,285.53,30.58,14.242,72.878,93.94,54.28,-99
57098.26701,6.408333,1,285.26,30.62,14.219,72.879,93.95,54.33,-99
57098.26736,6.416667,1,284.99,30.66,14.196,72.88,93.96,54.39,-99
57098.26771,6.425,1,284.72,30.7,14.173,72.881,93.95,54.42,-99
57098.26806,6.433333,1,284.45,30.74,14.15,72.882,93.97,54.48,-99
57098.2684,6.441667,1,284.18,30.77,14.127,72.883,93.93,54.49,-99
57098.26875,6.45,1,283.91,30.81,14.104,72.884,93.87,54.5,-99
57098.2691,6.458333,1,283.64,30.84,14.081,72.885,93.84,54.52,-99
57098.26944,6.466667,1,283.37,30.88,14.058,72.885,93.86,54.57,-99
57098.26979,6.475,1,283.1,30.91,14.036,72.886,93.82,54.59,-99
57098.27014,6.483333,1,282.83,30.94,14.013,72.886,93.81,54.61,-99
57098.27049,6.491667,1,282.56,30.97,13.99,72.887,93.72,54.59,-99
57098.27083,6.5,1,282.28,31,13.968,72.887,93.67,54.6,-99
57098.27118,6.508333,1,282.01,31.03,13.945,72.888,93.67,54.63,-99
57098.27153,6.516667,1,281.74,31.06,13.923,72.888,93.64,54.64,-99
57098.27188,6.525,1,281.46,31.08,13.9,72.888,93.67,54.69,-99
57098.27222,6.533333,1,281.19,31.11,13.877,72.888,93.65,54.71,-99
57098.27257,6.541667,1,280.91,31.13,13.855,72.888,93.64,54.73,-99
57098.27292,6.55,1,280.64,31.16,13.833,72.888,93.71,54.79,-99
57098.27326,6.558333,1,280.36,31.18,13.81,72.888,93.71,54.82,-99
57098.27361,6.566667,1,280.09,31.2,13.788,72.888,93.72,54.85,-99
57098.27396,6.575,1,279.81,31.22,13.765,72.887,93.77,54.9,-99
57098.27431,6.583333,1,279.54,31.24,13.743,72.887,93.75,54.91,-99
57098.27465,6.591667,1,279.26,31.26,13.72,72.887,93.69,54.89,-99
57098.275,6.6,1,278.98,31.27,13.698,72.886,93.67,54.9,-99
57098.27535,6.608333,1,278.71,31.29,13.676,72.886,93.64,54.9,-99
57098.27569,6.616667,1,278.43,31.31,13.653,72.885,93.58,54.88,-99
57098.27604,6.625,1,278.15,31.32,13.631,72.885,93.56,54.89,-99
57098.27639,6.633333,1,277.88,31.33,13.609,72.884,93.52,54.88,-99
57098.27674,6.641667,1,277.6,31.34,13.586,72.883,93.52,54.89,-99
57098.27708,6.65,1,277.32,31.35,13.564,72.882,93.55,54.92,-99
57098.27743,6.658333,1,277.04,31.36,13.542,72.882,93.53,54.92,-99
57098.27778,6.666667,1,276.77,31.37,13.519,72.881,93.51,54.92,-99
57098.27813,6.675,1,276.49,31.38,13.497,72.88,93.53,54.94,-99
57098.27847,6.683333,1,276.21,31.39,13.475,72.879,93.5,54.93,-99
57098.27882,6.691667,1,275.93,31.39,13.453,72.878,93.5,54.93,-99
57098.27917,6.7,1,275.65,31.4,13.43,72.877,93.48,54.92,-99
57098.27951,6.708333,1,275.37,31.4,13.408,72.875,93.49,54.94,-99
57098.27986,6.716667,1,275.09,31.4,13.386,72.874,93.48,54.93,-99
57098.28021,6.725,1,274.82,31.41,13.364,72.873,93.47,54.93,-99
57098.28056,6.733333,1,274.54,31.41,13.341,72.871,93.42,54.9,-99
57098.2809,6.741667,1,274.26,31.41,13.319,72.87,93.37,54.87,-99
57098.28125,6.75,1,273.98,31.4,13.297,72.869,93.37,54.87,-99
57098.2816,6.758333,1,273.7,31.4,13.274,72.867,93.31,54.83,-99
57098.28194,6.766667,1,273.42,31.4,13.252,72.866,93.28,54.81,-99
57098.28229,6.775,1,273.14,31.39,13.23,72.864,93.3,54.81,-99
57098.28264,6.783333,1,272.86,31.39,13.208,72.862,93.23,54.77,-99
57098.28299,6.791667,1,272.58,31.38,13.185,72.861,93.22,54.75,-99
57098.28333,6.8,1,272.3,31.37,13.163,72.859,93.13,54.7,-99
57098.28368,6.808333,1,272.02,31.37,13.141,72.857,93.1,54.67,-99
57098.28403,6.816667,1,271.74,31.36,13.118,72.855,93.07,54.64,-99
57098.28438,6.825,1,271.47,31.35,13.096,72.853,93.06,54.62,-99
57098.28472,6.833333,1,271.19,31.34,13.074,72.851,93.1,54.63,-99
57098.28507,6.841667,1,270.91,31.32,13.051,72.849,93.12,54.63,-99
57098.28542,6.85,1,270.63,31.31,13.029,72.847,93.1,54.6,-99
57098.28576,6.858333,1,270.35,31.3,13.006,72.845,93,54.53,-99
57098.28611,6.866667,1,270.07,31.28,12.984,72.843,92.93,54.47,-99
57098.28646,6.875,1,269.79,31.26,12.962,72.841,92.87,54.42,-99
57098.28681,6.883333,1,269.51,31.25,12.939,72.839,92.78,54.35,-99
57098.28715,6.891667,1,269.23,31.23,12.917,72.836,92.78,54.33,-99
57098.2875,6.9,1,268.96,31.21,12.894,72.834,92.78,54.31,-99
57098.28785,6.908333,1,268.68,31.19,12.872,72.832,92.76,54.27,-99
57098.28819,6.916667,1,268.4,31.17,12.849,72.829,92.66,54.2,-99
57098.28854,6.925,1,268.12,31.15,12.826,72.827,92.63,54.15,-99
57098.28889,6.933333,1,267.84,31.13,12.804,72.824,92.6,54.11,-99
57098.28924,6.941667,1,267.57,31.1,12.781,72.822,92.52,54.04,-99
57098.28958,6.95,1,267.29,31.08,12.759,72.819,92.44,53.96,-99
57098.28993,6.958333,1,267.01,31.05,12.736,72.817,92.4,53.91,-99
57098.29028,6.966667,1,266.73,31.03,12.713,72.814,92.36,53.86,-99
57098.29063,6.975,1,266.46,31,12.69,72.811,92.32,53.81,-99
57098.29097,6.983333,1,266.18,30.97,12.668,72.809,92.26,53.74,-99
57098.29132,6.991667,1,265.9,30.94,12.645,72.806,92.21,53.69,-99
57098.29167,7,1,265.63,30.91,12.622,72.803,92.17,53.63,-99
57098.29201,7.008333,1,265.35,30.88,12.599,72.8,92.16,53.59,-99
57098.29236,7.016667,1,265.07,30.85,12.576,72.797,92.11,53.52,-99
57098.29271,7.025,1,264.8,30.82,12.553,72.794,92.05,53.45,-99
57098.29306,7.033333,1,264.52,30.79,12.53,72.792,92,53.39,-99
57098.2934,7.041667,1,264.25,30.75,12.507,72.789,91.94,53.32,-99
57098.29375,7.05,1,263.97,30.72,12.484,72.786,91.87,53.24,-99
57098.2941,7.058333,1,263.7,30.68,12.461,72.783,91.78,53.15,-99
57098.29444,7.066667,1,263.42,30.65,12.438,72.779,91.74,53.09,-99
57098.29479,7.075,1,263.15,30.61,12.415,72.776,91.68,53.01,-99
57098.29514,7.083333,1,262.87,30.57,12.392,72.773,91.67,52.96,-99
57098.29549,7.091667,1,262.6,30.53,12.369,72.77,91.61,52.89,-99
57098.29583,7.1,1,262.33,30.49,12.345,72.767,91.56,52.81,-99
57098.29618,7.108333,1,262.05,30.45,12.322,72.764,91.47,52.72,-99
57098.29653,7.116667,1,261.78,30.41,12.299,72.76,91.41,52.64,-99
57098.29688,7.125,1,261.51,30.37,12.275,72.757,91.35,52.56,-99
57098.29722,7.133333,1,261.24,30.33,12.252,72.754,91.35,52.51,-99
57098.29757,7.141667,1,260.96,30.28,12.228,72.75,91.32,52.45,-99
57098.29792,7.15,1,260.69,30.24,12.205,72.747,91.24,52.36,-99
57098.29826,7.158333,1,260.42,30.19,12.181,72.744,91.26,52.31,-99
57098.29861,7.166667,1,260.15,30.15,12.158,72.74,91.23,52.25,-99
57098.29896,7.175,1,259.88,30.1,12.134,72.737,91.21,52.19,-99
57098.29931,7.183333,1,259.61,30.05,12.11,72.733,91.13,52.09,-99
57098.29965,7.191667,1,259.34,30.01,12.086,72.73,91.09,52.02,-99
57098.3,7.2,1,259.07,29.96,12.062,72.726,91.03,51.93,-99
57098.30035,7.208333,1,258.8,29.91,12.038,72.723,91.03,51.87,-99
57098.30069,7.216667,1,258.53,29.86,12.015,72.719,91.05,51.83,-99
57098.30104,7.225,1,258.27,29.81,11.99,72.715,90.98,51.74,-99
57098.30139,7.233333,1,258,29.76,11.966,72.712,90.96,51.67,-99
57098.30174,7.241667,1,257.73,29.7,11.942,72.708,90.94,51.6,-99
57098.30208,7.25,1,257.46,29.65,11.918,72.704,90.94,51.54,-99
57098.30243,7.258333,1,257.2,29.6,11.894,72.701,90.88,51.45,-99
57098.30278,7.266667,1,256.93,29.54,11.87,72.697,90.9,51.41,-99
57098.30313,7.275,1,256.66,29.49,11.845,72.693,90.92,51.36,-99
57098.30347,7.283333,1,256.4,29.43,11.821,72.689,90.91,51.29,-99
57098.30382,7.291667,1,256.13,29.37,11.796,72.686,90.83,51.18,-99
57098.30417,7.3,1,255.87,29.32,11.772,72.682,90.88,51.15,-99
57098.30451,7.308333,1,255.6,29.26,11.747,72.678,90.9,51.1,-99
57098.30486,7.316667,1,255.34,29.2,11.722,72.674,90.9,51.04,-99
57098.30521,7.325,1,255.08,29.14,11.698,72.67,90.86,50.95,-99
57098.30556,7.333333,1,254.81,29.08,11.673,72.666,90.81,50.86,-99
57098.3059,7.341667,1,254.55,29.02,11.648,72.662,90.86,50.82,-99
57098.30625,7.35,1,254.29,28.96,11.623,72.659,90.84,50.75,-99
57098.3066,7.358333,1,254.03,28.9,11.598,72.655,90.9,50.71,-99
57098.30694,7.366667,1,253.77,28.84,11.573,72.651,90.92,50.66,-99
57098.30729,7.375,1,253.51,28.78,11.548,72.647,90.95,50.6,-99
57098.30764,7.383333,1,253.24,28.71,11.522,72.643,90.98,50.55,-99
57098.30799,7.391667,1,252.98,28.65,11.497,72.639,91.03,50.51,-99
57098.30833,7.4,1,252.73,28.59,11.472,72.635,91.08,50.47,-99
57098.30868,7.408333,1,252.47,28.52,11.446,72.631,91.13,50.43,-99
57098.30903,7.416667,1,252.21,28.46,11.421,72.627,91.19,50.39,-99
57098.30938,7.425,1,251.95,28.39,11.395,72.623,91.23,50.34,-99
57098.30972,7.433333,1,251.69,28.32,11.369,72.619,91.35,50.33,-99
57098.31007,7.441667,1,251.43,28.26,11.344,72.615,91.44,50.31,-99
57098.31042,7.45,1,251.18,28.19,11.318,72.61,91.5,50.27,-99
57098.31076,7.458333,1,250.92,28.12,11.292,72.606,91.53,50.21,-99
57098.31111,7.466667,1,250.67,28.05,11.266,72.602,91.6,50.18,-99
57098.31146,7.475,1,250.41,27.98,11.24,72.598,91.69,50.15,-99
57098.31181,7.483333,1,250.16,27.91,11.214,72.594,91.7,50.08,-99
57098.31215,7.491667,1,249.9,27.84,11.187,72.59,91.78,50.05,-99
57098.3125,7.5,1,249.65,27.77,11.161,72.586,91.9,50.04,-99
57098.31285,7.508333,1,249.39,27.7,11.135,72.582,92.01,50.02,-99
57098.31319,7.516667,1,249.14,27.63,11.108,72.578,92.15,50.02,-99
57098.31354,7.525,1,248.89,27.56,11.082,72.574,92.23,49.98,-99
57098.31389,7.533333,1,248.64,27.48,11.055,72.57,92.35,49.97,-99
57098.31424,7.541667,1,248.38,27.41,11.028,72.565,92.51,49.98,-99
57098.31458,7.55,1,248.13,27.34,11.001,72.561,92.59,49.94,-99
57098.31493,7.558333,1,247.88,27.26,10.975,72.557,92.66,49.89,-99
57098.31528,7.566667,1,247.63,27.19,10.948,72.553,92.8,49.89,-99
57098.31563,7.575,1,247.38,27.12,10.92,72.549,92.86,49.84,-99
57098.31597,7.583333,1,247.13,27.04,10.893,72.545,92.99,49.83,-99
57098.31632,7.591667,1,246.88,26.97,10.866,72.541,93.15,49.83,-99
57098.31667,7.6,1,246.63,26.89,10.839,72.537,93.28,49.81,-99
57098.31701,7.608333,1,246.39,26.81,10.811,72.533,93.38,49.78,-99
57098.31736,7.616667,1,246.14,26.74,10.784,72.528,93.54,49.78,-99
57098.31771,7.625,1,245.89,26.66,10.756,72.524,93.66,49.76,-99
57098.31806,7.633333,1,245.65,26.58,10.728,72.52,93.86,49.78,-99
57098.3184,7.641667,1,245.4,26.5,10.7,72.516,94.04,49.79,-99
57098.31875,7.65,1,245.15,26.43,10.672,72.512,94.26,49.81,-99
57098.3191,7.658333,1,244.91,26.35,10.644,72.508,94.44,49.83,-99
57098.31944,7.666667,1,244.66,26.27,10.616,72.504,94.62,49.83,-99
57098.31979,7.675,1,244.42,26.19,10.588,72.5,94.81,49.84,-99
57098.32014,7.683333,1,244.18,26.11,10.56,72.496,94.93,49.82,-99
57098.32049,7.691667,1,243.93,26.03,10.531,72.492,95.02,49.77,-99
57098.32083,7.7,1,243.69,25.95,10.503,72.488,95.22,49.79,-99
57098.32118,7.708333,1,243.45,25.87,10.474,72.484,95.43,49.81,-99
57098.32153,7.716667,1,243.21,25.79,10.445,72.48,95.58,49.8,-99
57098.32188,7.725,1,242.96,25.71,10.417,72.476,95.77,49.8,-99
57098.32222,7.733333,1,242.72,25.63,10.388,72.472,95.94,49.8,-99
57098.32257,7.741667,1,242.48,25.54,10.359,72.468,96.15,49.82,-99
57098.32292,7.75,1,242.24,25.46,10.329,72.464,96.34,49.82,-99
57098.32326,7.758333,1,242,25.38,10.3,72.46,96.51,49.81,-99
57098.32361,7.766667,1,241.76,25.3,10.271,72.456,96.71,49.82,-99
57098.32396,7.775,1,241.53,25.21,10.241,72.452,96.88,49.82,-99
57098.32431,7.783333,1,241.29,25.13,10.212,72.449,97.07,49.82,-99
57098.32465,7.791667,1,241.05,25.05,10.182,72.445,97.27,49.83,-99
57098.325,7.8,1,240.81,24.96,10.152,72.441,97.49,49.85,-99
57098.32535,7.808333,1,240.58,24.88,10.123,72.437,97.69,49.85,-99
57098.32569,7.816667,1,240.34,24.79,10.093,72.433,97.86,49.84,-99
57098.32604,7.825,1,240.1,24.71,10.062,72.43,98.09,49.86,-99
57098.32639,7.833333,1,239.87,24.63,10.032,72.426,98.31,49.88,-99
57098.32674,7.841667,1,239.63,24.54,10.002,72.422,98.53,49.89,-99
57098.32708,7.85,1,239.4,24.46,9.972,72.419,98.76,49.9,-99
57098.32743,7.858333,1,239.16,24.37,9.941,72.415,98.98,49.92,-99
57098.32778,7.866667,1,238.93,24.28,9.91,72.412,99.21,49.93,-99
57098.32813,7.875,1,238.7,24.2,9.88,72.408,99.42,49.94,-99
57098.32847,7.883333,1,238.46,24.11,9.849,72.404,99.65,49.96,-99
57098.32882,7.891667,1,238.23,24.03,9.818,72.401,99.89,49.98,-99
57098.32917,7.9,1,238,23.94,9.787,72.398,100.07,49.97,-99
57098.32951,7.908333,1,237.77,23.85,9.755,72.394,100.31,49.99,-99
57098.32986,7.916667,1,237.54,23.77,9.724,72.391,100.5,49.98,-99
57098.33021,7.925,1,237.31,23.68,9.693,72.387,100.77,50.01,-99
57098.33056,7.933333,1,237.08,23.59,9.661,72.384,100.99,50.02,-99
57098.3309,7.941667,1,236.85,23.51,9.629,72.381,101.33,50.08,-99
57098.33125,7.95,1,236.62,23.42,9.598,72.378,101.62,50.12,-99
57098.3316,7.958333,1,236.39,23.33,9.566,72.375,101.88,50.15,-99
57098.33194,7.966667,1,236.16,23.25,9.534,72.371,102.12,50.16,-99
57098.33229,7.975,1,235.93,23.16,9.501,72.368,102.39,50.19,-99
57098.33264,7.983333,1,235.7,23.07,9.469,72.365,102.65,50.22,-99
57098.33299,7.991667,1,235.47,22.98,9.437,72.362,102.92,50.25,-99
57098.33333,8,1,235.25,22.89,9.404,72.359,103.18,50.27,-99
57098.33368,8.008333,1,235.02,22.81,9.372,72.356,103.48,50.31,-99
57098.33403,8.016667,1,234.79,22.72,9.339,72.354,103.84,50.38,-99
57098.33438,8.025,1,234.57,22.63,9.306,72.351,104.17,50.43,-99
57098.33472,8.033333,1,234.34,22.54,9.273,72.348,104.45,50.46,-99
57098.33507,8.041667,1,234.12,22.45,9.24,72.345,104.74,50.5,-99
57098.33542,8.05,1,233.89,22.37,9.207,72.343,104.94,50.49,-99
57098.33576,8.058333,1,233.67,22.28,9.173,72.34,105.32,50.56,-99
57098.33611,8.066667,1,233.45,22.19,9.14,72.338,105.56,50.57,-99
57098.33646,8.075,1,233.22,22.1,9.106,72.335,105.84,50.6,-99
57098.33681,8.083333,1,233,22.01,9.073,72.333,106.13,50.63,-99
57098.33715,8.091667,1,232.78,21.92,9.039,72.33,106.49,50.69,-99
57098.3375,8.1,1,232.55,21.83,9.005,72.328,106.8,50.73,-99
57098.33785,8.108333,1,232.33,21.74,8.971,72.326,107.08,50.76,-99
57098.33819,8.116667,1,232.11,21.66,8.936,72.324,107.35,50.78,-99
57098.33854,8.125,1,231.89,21.57,8.902,72.322,107.68,50.82,-99
57098.33889,8.133333,1,231.67,21.48,8.868,72.32,108,50.87,-99
57098.33924,8.141667,1,231.45,21.39,8.833,72.318,108.31,50.9,-99
57098.33958,8.15,1,231.23,21.3,8.798,72.316,108.67,50.96,-99
57098.33993,8.158333,1,231.01,21.21,8.764,72.314,108.96,50.99,-99
57098.34028,8.166667,1,230.79,21.12,8.729,72.312,109.18,50.98,-99
57098.34063,8.175,1,230.57,21.03,8.694,72.311,109.57,51.05,-99
57098.34097,8.183333,1,230.35,20.94,8.659,72.309,109.89,51.09,-99
57098.34132,8.191667,1,230.13,20.86,8.623,72.308,110.23,51.14,-99
57098.34167,8.2,1,229.91,20.77,8.588,72.306,110.51,51.16,-99
