Time,PRN,Lat,Lon,Stec,Time_seconds,Gradient (mm/km)
5.275,1.0,18.555,71.472,92.23,18990.0,-15.760639208681544
5.283333,1.0,18.506,71.498,92.11,19019.9988,-19.674569578915424
5.291667,1.0,18.456,71.524,92.0,19050.001200000002,-17.744430495530686
5.3,1.0,18.407,71.549,91.86,19080.0,-23.12804623181837
5.308333,1.0,18.358,71.574,91.76,19109.9988,-16.519140381996454
5.316667,1.0,18.31,71.599,91.72,19140.0012,-6.718141106907586
5.325,1.0,18.263,71.623,91.61,19170.0,-18.939227679259655
5.333333,1.0,18.216,71.647,91.44,19199.998799999998,-29.268207107668154
5.341667,1.0,18.169,71.67,91.36,19230.0012,-13.880873896589552
5.35,1.0,18.122,71.693,91.26,19260.0,-17.350262054832225
5.358333,1.0,18.077,71.716,91.16,19289.9988,-17.975852143298493
5.366667,1.0,18.031,71.739,91.11,19320.0012,-8.828440884514325
5.375,1.0,17.986,71.761,91.09,19350.0,-3.6243969175709245
5.383333,1.0,17.941,71.782,91.08,19379.9988,-1.8266021031467545
5.391667,1.0,17.897,71.804,91.08,19410.0012,0.0
5.4,1.0,17.853,71.825,91.09,19440.0,1.8609279167881607
5.408333,1.0,17.81,71.846,91.13,19469.9988,7.586026117044711
5.416667,1.0,17.767,71.866,91.15,19500.001200000002,3.82459249536197
5.425,1.0,17.724,71.886,91.17,19530.0,3.824441650435211
5.433333,1.0,17.681,71.906,91.27,19559.9988,19.121455702479885
5.441667,1.0,17.639,71.926,91.38,19590.0012,21.44889200904744
5.45,1.0,17.598,71.945,91.49,19620.0,22.07118188746077
5.458333,1.0,17.557,71.964,91.6,19649.998799999998,22.07036402367886
5.466667,1.0,17.516,71.982,91.69,19680.0012,18.20999277794166
5.475,1.0,17.475,72.001,91.71,19710.0,4.012497009137222
5.483333,1.0,17.435,72.019,91.76,19739.9988,10.329939927604022
5.491667,1.0,17.395,72.037,91.88,19770.0012,24.79100987498829
5.5,1.0,17.355,72.054,91.97,19800.0,18.751004559708925
5.508333,1.0,17.316,72.071,92.02,19829.9988,10.64500949243312
5.516667,1.0,17.277,72.088,92.06,19860.0012,8.515740829630749
5.525,1.0,17.238,72.105,92.13,19890.0,14.902080578614747
5.533333,1.0,17.2,72.121,92.11,19919.9988,-4.391421728482773
5.541667,1.0,17.162,72.138,92.13,19950.001200000002,4.352398773067361
5.55,1.0,17.124,72.154,92.17,19980.0,8.782341783500932
5.558333,1.0,17.087,72.169,92.2,20009.9988,6.799237374142451
5.566667,1.0,17.05,72.185,92.16,20040.0012,-8.984949921555797
5.575,1.0,17.013,72.2,92.18,20070.0,4.532590200571297
5.583333,1.0,16.976,72.215,92.18,20099.998799999998,0.0
5.591667,1.0,16.94,72.23,92.23,20130.0012,11.603004828786624
5.6,1.0,16.904,72.244,92.3,20160.0,16.389246055289387
5.608333,1.0,16.868,72.258,92.33,20189.9988,7.023799492469547
5.616667,1.0,16.833,72.272,92.35,20220.0012,4.7993169099183675
5.625,1.0,16.797,72.286,92.27,20250.0,-18.72927666304479
5.633333,1.0,16.762,72.3,92.29,20279.9988,4.799087108166972
5.641667,1.0,16.728,72.313,92.31,20310.0012,4.9676203814906845
5.65,1.0,16.693,72.326,92.3,20340.0,-2.420868188676011
5.658333,1.0,16.659,72.339,92.37,20369.9988,17.38592803908601
5.666667,1.0,16.625,72.352,92.43,20400.001200000002,14.901910980370618
5.675,1.0,16.591,72.364,92.54,20430.0,27.561953420885374
5.683333,1.0,16.557,72.376,92.62,20459.9988,20.04469318995022
5.691667,1.0,16.524,72.389,92.77,20490.0012,38.2422375814024
5.7,1.0,16.491,72.4,92.86,20520.0,23.36281275522618
5.708333,1.0,16.458,72.412,92.93,20549.998799999998,18.01277829353832
5.716667,1.0,16.426,72.424,93.07,20580.0012,37.02346737556232
5.725,1.0,16.393,72.435,93.15,20610.0,20.76597175754883
5.733333,1.0,16.361,72.446,93.17,20639.9988,5.337947447354359
5.741667,1.0,16.329,72.457,93.23,20670.0012,16.01358472598688
5.75,1.0,16.297,72.468,93.24,20700.0,2.6688879283840636
5.758333,1.0,16.266,72.478,93.29,20729.9988,13.856130871319637
5.766667,1.0,16.234,72.489,93.28,20760.0012,-2.6688037735993677
5.775,1.0,16.203,72.499,93.31,20790.0,8.313445341757243
5.783333,1.0,16.172,72.509,93.33,20819.9988,5.54222060311889
5.791667,1.0,16.141,72.519,93.33,20850.001200000002,0.0
5.8,1.0,16.111,72.528,93.35,20880.0,5.7610033693758735
5.808333,1.0,16.08,72.538,93.34,20909.9988,-2.7709974873698373
5.816667,1.0,16.05,72.547,93.37,20940.0012,8.64130141530265
5.825,1.0,16.02,72.556,93.35,20970.0,-5.760801015430842
5.833333,1.0,15.99,72.565,93.41,20999.998799999998,17.282203602502314
5.841667,1.0,15.96,72.574,93.47,21030.0012,17.282004499436102
5.85,1.0,15.931,72.583,93.51,21060.0,11.886503960537398
5.858333,1.0,15.901,72.591,93.59,21089.9988,23.230220923874686
5.866667,1.0,15.872,72.6,93.63,21120.0012,11.886218499898526
5.875,1.0,15.843,72.608,93.66,21150.0,8.992109344453606
5.883333,1.0,15.814,72.616,93.69,21179.9988,8.992024366009257
5.891667,1.0,15.785,72.624,93.71,21210.0012,5.9946263529099655
5.9,1.0,15.757,72.632,93.69,21240.0,-6.193856312269838
5.908333,1.0,15.728,72.639,93.64,21269.9988,-15.103300544429008
5.916667,1.0,15.7,72.647,93.68,21300.001200000002,12.387468387159315
5.925,1.0,15.672,72.654,93.67,21330.0,-3.1226854472358263
5.933333,1.0,15.644,72.661,93.68,21359.9988,3.1226619995033467
5.941667,1.0,15.616,72.668,93.72,21390.0012,12.490554359739336
5.95,1.0,15.588,72.675,93.72,21420.0,0.0
5.958333,1.0,15.561,72.682,93.74,21449.998799999998,6.46313704312366
5.966667,1.0,15.533,72.689,93.78,21480.0012,12.490277686925966
5.975,1.0,15.506,72.695,93.89,21510.0,35.826947248757506
5.983333,1.0,15.479,72.701,93.88,21539.9988,-3.2569765353984828
5.991667,1.0,15.451,72.708,93.89,21570.0012,3.1225014168772094
6.0,1.0,15.425,72.714,93.88,21600.0,-3.3764041482849603
6.008333,1.0,15.398,72.72,93.9,21629.9988,6.513841411877492
6.016667,1.0,15.371,72.726,93.9,21660.0012,0.0
6.025,1.0,15.344,72.731,93.85,21690.0,-16.394755679808004
6.033333,1.0,15.318,72.737,93.86,21719.9988,3.3763223088266834
6.041667,1.0,15.292,72.742,93.84,21750.001200000002,-6.80183746878882
6.05,1.0,15.265,72.748,93.8,21780.0,-13.027318456796461
6.058333,1.0,15.239,72.753,93.81,21809.9988,3.4008901441471604
6.066667,1.0,15.213,72.758,93.83,21840.0012,6.801752303536724
6.075,1.0,15.187,72.763,93.79,21870.0,-13.60344872459419
6.083333,1.0,15.162,72.768,93.81,21899.998799999998,7.064173398727357
6.091667,1.0,15.136,72.773,93.86,21930.0012,17.004174202369065
6.1,1.0,15.11,72.777,93.91,21960.0,17.10700526596903
6.108333,1.0,15.085,72.782,93.99,21989.9988,28.256324494085394
6.116667,1.0,15.059,72.786,94.05,22020.0012,20.528299907966407
6.125,1.0,15.034,72.791,94.08,22050.0,10.596030363324518
6.133333,1.0,15.009,72.795,94.08,22079.9988,0.0
6.141667,1.0,14.984,72.799,94.14,22110.0012,21.330473025155868
6.15,1.0,14.959,72.803,94.07,22140.0,-24.885484056255837
6.158333,1.0,14.934,72.807,94.08,22169.9988,3.5550594790038614
6.166667,1.0,14.909,72.811,94.1,22200.001200000002,7.1100996437233475
6.175,1.0,14.884,72.814,94.09,22230.0,-3.5733389155461874
6.183333,1.0,14.859,72.818,94.1,22259.9988,3.555030551855925
6.191667,1.0,14.835,72.821,94.11,22290.0012,3.7201165950277355
6.2,1.0,14.81,72.825,94.16,22320.0,17.775058622894036
6.208333,1.0,14.786,72.828,94.14,22349.998799999998,-7.44020895582563
6.216667,1.0,14.761,72.831,94.17,22380.0012,10.719935816169956
6.225,1.0,14.737,72.834,94.14,22410.0,-11.160277192063745
6.233333,1.0,14.713,72.837,94.15,22439.9988,3.720086493693123
6.241667,1.0,14.689,72.84,94.13,22470.0012,-7.440161197624446
6.25,1.0,14.665,72.843,94.12,22500.0,-3.7200747127104257
6.258333,1.0,14.641,72.846,94.12,22529.9988,0.0
6.266667,1.0,14.617,72.848,94.13,22560.0012,3.735051338331972
6.275,1.0,14.593,72.851,94.09,22590.0,-14.880228428700592
6.283333,1.0,14.569,72.853,94.08,22619.9988,-3.7350460704331523
6.291667,1.0,14.545,72.855,94.04,22650.001200000002,-14.94017376963611
6.3,1.0,14.522,72.858,94.04,22680.0,0.0
6.308333,1.0,14.498,72.86,94.02,22709.9988,-7.470076614659475
6.316667,1.0,14.474,72.862,94.03,22740.0012,3.7350356910161175
6.325,1.0,14.451,72.864,93.97,22770.0,-23.377837840063705
6.333333,1.0,14.427,72.866,93.97,22799.998799999998,0.0
6.341667,1.0,14.404,72.868,93.95,22830.0012,-7.792601023919299
6.35,1.0,14.381,72.869,93.91,22860.0,-15.626524558195582
6.358333,1.0,14.357,72.871,93.83,22889.9988,-29.880183945958084
6.366667,1.0,14.334,72.873,93.85,22920.0012,7.792583827103636
6.375,1.0,14.311,72.874,93.82,22950.0,-11.719886927903417
6.383333,1.0,14.288,72.876,93.85,22979.9988,11.688858852164095
6.391667,1.0,14.265,72.877,93.9,23010.0012,19.533137797228683
6.4,1.0,14.242,72.878,93.94,23040.0,15.626507410993428
6.408333,1.0,14.219,72.879,93.95,23069.9988,3.9066261470990593
6.416667,1.0,14.196,72.88,93.96,23100.001200000002,3.906625442487418
6.425,1.0,14.173,72.881,93.95,23130.0,-3.9066247389253497
6.433333,1.0,14.15,72.882,93.97,23159.9988,7.813248072824986
6.441667,1.0,14.127,72.883,93.93,23190.0012,-15.62649333976927
6.45,1.0,14.104,72.884,93.87,23220.0,-23.439735807119227
6.458333,1.0,14.081,72.885,93.84,23249.998799999998,-11.719865805430185
6.466667,1.0,14.058,72.885,93.86,23280.0012,7.820187877553
6.475,1.0,14.036,72.886,93.82,23310.0,-16.335428360393465
6.483333,1.0,14.013,72.886,93.81,23339.9988,-3.9100939387737217
6.491667,1.0,13.99,72.887,93.72,23370.0012,-35.159572604882136
6.5,1.0,13.968,72.887,93.67,23400.0,-20.439127407242804
6.508333,1.0,13.945,72.888,93.67,23429.9988,0.0
6.516667,1.0,13.923,72.888,93.64,23460.0012,-12.263476444346843
6.525,1.0,13.9,72.888,93.67,23490.0,11.730281816331468
6.533333,1.0,13.877,72.888,93.65,23519.9988,-7.820187877553
6.541667,1.0,13.855,72.888,93.64,23550.001200000002,-4.087825481450589
6.55,1.0,13.833,72.888,93.71,23580.0,28.61477837013876
6.558333,1.0,13.81,72.888,93.71,23609.9988,0.0
6.566667,1.0,13.788,72.888,93.72,23640.0012,4.087825481450589
6.575,1.0,13.765,72.887,93.77,23670.0,19.533062162830273
6.583333,1.0,13.743,72.887,93.75,23699.998799999998,-8.17565096289596
6.591667,1.0,13.72,72.887,93.69,23730.0012,-23.460563632662936
6.6,1.0,13.698,72.886,93.67,23760.0,-8.167691044410386
6.608333,1.0,13.676,72.886,93.64,23789.9988,-12.263476444346843
6.616667,1.0,13.653,72.885,93.58,23820.0012,-23.439654673431814
6.625,1.0,13.631,72.885,93.56,23850.0,-8.17565096289596
6.633333,1.0,13.609,72.884,93.52,23879.9988,-16.335370077770687
6.641667,1.0,13.586,72.883,93.52,23910.0012,0.0
6.65,1.0,13.564,72.882,93.55,23940.0,12.251523024204154
6.658333,1.0,13.542,72.882,93.53,23969.9988,-8.17565096289596
6.666667,1.0,13.519,72.881,93.51,24000.001200000002,-7.813210345196839
6.675,1.0,13.497,72.88,93.53,24030.0,8.16767753273445
6.683333,1.0,13.475,72.879,93.5,24059.9988,-12.251514097576273
6.691667,1.0,13.453,72.878,93.5,24090.0012,0.0
6.7,1.0,13.43,72.877,93.48,24120.0,-7.8132051516353656
6.708333,1.0,13.408,72.875,93.49,24149.998799999998,4.071936500576082
6.716667,1.0,13.386,72.874,93.48,24180.0012,-4.083835075094371
6.725,1.0,13.364,72.873,93.47,24210.0,-4.0838343468468405
6.733333,1.0,13.341,72.871,93.42,24239.9988,-19.480870471696058
6.741667,1.0,13.319,72.87,93.37,24270.0012,-20.41916430344924
6.75,1.0,13.297,72.869,93.37,24300.0,0.0
6.758333,1.0,13.274,72.867,93.31,24329.9988,-23.37699855773909
6.766667,1.0,13.252,72.866,93.28,24360.0012,-12.251491969729289
6.775,1.0,13.23,72.864,93.3,24390.0,8.143826455699571
6.783333,1.0,13.208,72.862,93.23,24419.9988,-28.503372600388836
6.791667,1.0,13.185,72.861,93.22,24450.001200000002,-3.9065955094285094
6.8,1.0,13.163,72.859,93.13,24480.0,-36.647140884011094
6.808333,1.0,13.141,72.857,93.1,24509.9988,-12.2157050992502
6.816667,1.0,13.118,72.855,93.07,24540.0012,-11.688446133558164
6.825,1.0,13.096,72.853,93.06,24570.0,-4.071895898452058
6.833333,1.0,13.074,72.851,93.1,24599.998799999998,16.28757227600263
6.841667,1.0,13.051,72.849,93.12,24630.0012,7.7922823250321285
6.85,1.0,13.029,72.847,93.1,24660.0,-8.143774590527661
6.858333,1.0,13.006,72.845,93.0,24689.9988,-38.96136112692451
6.866667,1.0,12.984,72.843,92.93,24720.0012,-28.503170780320296
6.875,1.0,12.962,72.841,92.87,24750.0,-24.43127239878918
6.883333,1.0,12.939,72.839,92.78,24779.9988,-35.06515761733258
6.891667,1.0,12.917,72.836,92.78,24810.0012,0.0
6.9,1.0,12.894,72.834,92.78,24840.0,0.0
6.908333,1.0,12.872,72.832,92.76,24869.9988,-8.143734592940742
6.916667,1.0,12.849,72.829,92.66,24900.001200000002,-38.78858398190018
6.925,1.0,12.826,72.827,92.63,24930.0,-11.688348227538798
6.933333,1.0,12.804,72.824,92.6,24959.9988,-12.156482632974782
6.941667,1.0,12.781,72.822,92.52,24990.0012,-31.168888858440116
6.95,1.0,12.759,72.819,92.44,25020.0,-32.41718657058446
6.958333,1.0,12.736,72.817,92.4,25049.998799999998,-15.584424620223803
6.966667,1.0,12.713,72.814,92.36,25080.0012,-15.515300456280219
6.975,1.0,12.69,72.811,92.32,25110.0,-15.515278071455933
6.983333,1.0,12.668,72.809,92.26,25139.9988,-24.431049891508547
6.991667,1.0,12.645,72.806,92.21,25170.0012,-19.394042980884148
7.0,1.0,12.622,72.803,92.17,25200.0,-15.515212111991005
7.008333,1.0,12.599,72.8,92.16,25229.9988,-3.878797469310051
7.016667,1.0,12.576,72.797,92.11,25260.0012,-19.393959600540416
7.025,1.0,12.553,72.794,92.05,25290.0,-23.272718282417
7.033333,1.0,12.53,72.792,92.0,25319.9988,-19.480418465532374
7.041667,1.0,12.507,72.789,91.94,25350.001200000002,-23.272651976925417
7.05,1.0,12.484,72.786,91.87,25380.0,-27.151388727993623
7.058333,1.0,12.461,72.783,91.78,25409.9988,-34.90887884931655
7.066667,1.0,12.438,72.779,91.74,25440.0012,-15.419604765996008
7.075,1.0,12.415,72.776,91.68,25470.0,-23.27252005042657
7.083333,1.0,12.392,72.773,91.67,25499.998799999998,-3.878747868590431
7.091667,1.0,12.369,72.77,91.61,25530.0012,-23.272454429758863
7.1,1.0,12.345,72.767,91.56,25560.0,-18.59773896747939
7.108333,1.0,12.322,72.764,91.47,25589.9988,-34.90858142798238
7.116667,1.0,12.299,72.76,91.41,25620.0012,-23.12906172019802
7.125,1.0,12.275,72.757,91.35,25650.0,-22.317199244267336
7.133333,1.0,12.252,72.754,91.35,25679.9988,0.0
7.141667,1.0,12.228,72.75,91.32,25710.0012,-11.095308348448075
7.15,1.0,12.205,72.747,91.24,25740.0,-31.02962978567737
7.158333,1.0,12.181,72.744,91.26,25769.9988,7.43902748573077
7.166667,1.0,12.158,72.74,91.23,25800.001200000002,-11.564357526828912
7.175,1.0,12.134,72.737,91.21,25830.0,-7.439008126702441
7.183333,1.0,12.11,72.733,91.13,25859.9988,-29.587148849894927
7.191667,1.0,12.086,72.73,91.09,25890.0012,-14.87797685685552
7.2,1.0,12.062,72.726,91.03,25920.0,-22.190258551117765
7.208333,1.0,12.038,72.723,91.03,25949.998799999998,0.0
7.216667,1.0,12.015,72.719,91.05,25980.0012,7.709455772466586
7.225,1.0,11.99,72.715,90.98,26010.0,-24.878178322918764
7.233333,1.0,11.966,72.712,90.96,26039.9988,-7.438939504313361
7.241667,1.0,11.942,72.708,90.94,26070.0012,-7.396667508191415
7.25,1.0,11.918,72.704,90.94,26100.0,0.0
7.258333,1.0,11.894,72.701,90.88,26129.9988,-22.31673111179911
7.266667,1.0,11.87,72.697,90.9,26160.0012,7.3966166894469145
7.275,1.0,11.845,72.693,90.92,26190.0,7.10796003972913
7.283333,1.0,11.821,72.689,90.91,26219.9988,-3.6982911352248116
7.291667,1.0,11.796,72.686,90.83,26250.001200000002,-28.58179593897157
7.3,1.0,11.772,72.682,90.88,26280.0,18.491369964984482
7.308333,1.0,11.747,72.678,90.9,26309.9988,7.107899188953646
7.316667,1.0,11.722,72.674,90.9,26340.0012,0.0
7.325,1.0,11.698,72.67,90.86,26370.0,-14.792992929419347
7.333333,1.0,11.673,72.666,90.81,26399.998799999998,-17.769633892727736
7.341667,1.0,11.648,72.662,90.86,26430.0012,17.769595506407295
7.35,1.0,11.623,72.659,90.84,26460.0,-7.145388023969567
7.358333,1.0,11.598,72.655,90.9,26489.9988,21.323422760894804
7.366667,1.0,11.573,72.651,90.92,26520.0012,7.1077923259158196
7.375,1.0,11.548,72.647,90.95,26550.0,10.661665644079516
7.383333,1.0,11.522,72.643,90.98,26579.9988,10.260867754658499
7.391667,1.0,11.497,72.639,91.03,26610.0012,17.769365309659296
7.4,1.0,11.472,72.635,91.08,26640.0,17.769327472153662
7.408333,1.0,11.446,72.631,91.13,26669.9988,17.101343721792595
7.416667,1.0,11.421,72.627,91.19,26700.001200000002,21.323100630886916
7.425,1.0,11.395,72.623,91.23,26730.0,13.681020220288659
7.433333,1.0,11.369,72.619,91.35,26759.9988,41.042977182307474
7.441667,1.0,11.344,72.615,91.44,26790.0012,31.98444294203054
7.45,1.0,11.318,72.61,91.5,26820.0,20.394188292852945
7.458333,1.0,11.292,72.606,91.53,26849.998799999998,10.260682754652592
7.466667,1.0,11.266,72.602,91.6,26880.0012,23.941544816547406
7.475,1.0,11.24,72.598,91.69,26910.0,30.781924257297828
7.483333,1.0,11.214,72.594,91.7,26939.9988,3.420206939754164
7.491667,1.0,11.187,72.59,91.78,26970.0012,26.369561448358404
7.5,1.0,11.161,72.586,91.9,27000.0,41.04231587048521
7.508333,1.0,11.135,72.582,92.01,27029.9988,37.622047853540955
7.516667,1.0,11.108,72.578,92.15,27060.0012,46.146472820617014
7.525,1.0,11.082,72.574,92.23,27090.0,27.361378492751502
7.533333,1.0,11.055,72.57,92.35,27119.9988,39.55397105369641
7.541667,1.0,11.028,72.565,92.51,27150.001200000002,52.43407215147429
7.55,1.0,11.001,72.561,92.59,27180.0,26.36921362640058
7.558333,1.0,10.975,72.557,92.66,27209.9988,23.94101169581185
7.566667,1.0,10.948,72.553,92.8,27240.0012,46.14595217984266
7.575,1.0,10.92,72.549,92.86,27270.0,19.08435955038252
7.583333,1.0,10.893,72.545,92.99,27299.998799999998,42.84964809353267
7.591667,1.0,10.866,72.541,93.15,27330.0012,52.737929300731274
7.6,1.0,10.839,72.537,93.28,27360.0,42.84948721054615
7.608333,1.0,10.811,72.533,93.38,27389.9988,31.807041444115573
7.616667,1.0,10.784,72.528,93.54,27420.0012,52.43269344386701
7.625,1.0,10.756,72.524,93.66,27450.0,38.16831479074931
7.633333,1.0,10.728,72.52,93.86,27479.9988,63.613743908222084
7.641667,1.0,10.7,72.516,94.04,27510.0012,57.25226710387674
7.65,1.0,10.672,72.512,94.26,27540.0,69.97486826687022
7.658333,1.0,10.644,72.508,94.44,27569.9988,57.2520630427383
7.666667,1.0,10.616,72.504,94.62,27600.001200000002,57.25196139533739
7.675,1.0,10.588,72.5,94.81,27630.0,60.4325188925661
7.683333,1.0,10.56,72.496,94.93,27659.9988,38.16783924486004
7.691667,1.0,10.531,72.492,95.02,27690.0012,27.65686564950456
7.7,1.0,10.503,72.488,95.22,27720.0,63.61283752581824
7.708333,1.0,10.474,72.484,95.43,27749.998799999998,64.53247128169284
7.716667,1.0,10.445,72.48,95.58,27780.0012,46.09454443223353
7.725,1.0,10.417,72.476,95.77,27810.0,60.43187113735556
7.733333,1.0,10.388,72.472,95.94,27839.9988,52.2403108165268
7.741667,1.0,10.359,72.468,96.15,27870.0012,64.5320404366072
7.75,1.0,10.329,72.464,96.34,27900.0,56.473306312409896
7.758333,1.0,10.3,72.46,96.51,27929.9988,52.24004570092063
7.766667,1.0,10.271,72.456,96.71,27960.0012,61.45877506591519
7.775,1.0,10.241,72.452,96.88,27990.0,50.52850914699046
7.783333,1.0,10.212,72.449,97.07,28019.9988,58.618088131141754
7.791667,1.0,10.182,72.445,97.27,28050.001200000002,59.4451179608053
7.8,1.0,10.152,72.441,97.49,28080.0,65.38952564581648
7.808333,1.0,10.123,72.437,97.69,28109.9988,61.45825764279804
7.816667,1.0,10.093,72.433,97.86,28140.0012,50.52811226339459
7.825,1.0,10.062,72.43,98.09,28170.0,66.42303160173228
7.833333,1.0,10.032,72.426,98.31,28199.998799999998,65.38911214540153
7.841667,1.0,10.002,72.422,98.53,28230.0012,65.38900950679954
7.85,1.0,9.972,72.419,98.76,28260.0,68.61603115912827
7.858333,1.0,9.941,72.415,98.98,28289.9988,63.313564100849135
7.866667,1.0,9.91,72.412,99.21,28320.0012,66.42275188737912
7.875,1.0,9.88,72.408,99.42,28350.0,62.416386277924
7.883333,1.0,9.849,72.404,99.65,28379.9988,66.19115813636506
7.891667,1.0,9.818,72.401,99.89,28410.0012,69.31052302982711
7.9,1.0,9.787,72.398,100.07,28440.0,51.98284841398351
7.908333,1.0,9.755,72.394,100.31,28469.9988,66.94310303949278
7.916667,1.0,9.724,72.391,100.5,28500.001200000002,54.87069078678134
7.925,1.0,9.693,72.387,100.77,28530.0,77.70208328003731
7.933333,1.0,9.661,72.384,100.99,28559.9988,61.56601025992947
7.941667,1.0,9.629,72.381,101.33,28590.0012,95.14739378747977
7.95,1.0,9.598,72.378,101.62,28620.0,83.74971850834247
7.958333,1.0,9.566,72.375,101.88,28649.998799999998,72.75965692200852
7.966667,1.0,9.534,72.371,102.12,28680.0012,66.94244559089287
7.975,1.0,9.501,72.368,102.39,28710.0,73.28688954832916
7.983333,1.0,9.469,72.365,102.65,28739.9988,72.75948158683698
7.991667,1.0,9.437,72.362,102.92,28770.0012,75.55786351076574
8.0,1.0,9.404,72.359,103.18,28800.0,70.5724013539826
8.008333,1.0,9.372,72.356,103.48,28829.9988,83.95304765945939
8.016667,1.0,9.339,72.354,103.84,28860.0012,97.93286236598226
8.025,1.0,9.306,72.351,104.17,28890.0,89.57246145486845
8.033333,1.0,9.273,72.348,104.45,28919.9988,76.00081911710097
8.041667,1.0,9.24,72.345,104.74,28950.001200000002,78.71507497446014
8.05,1.0,9.207,72.343,104.94,28980.000000000004,54.40707267529332
8.058333,1.0,9.173,72.34,105.32,29009.998799999998,100.13328275223688
8.066667,1.0,9.14,72.338,105.56,29040.001200000002,65.28844315614234
8.075,1.0,9.106,72.335,105.84,29069.999999999996,73.7823141347205
8.083333,1.0,9.073,72.333,106.13,29099.998799999998,78.89014928976994
8.091667,1.0,9.039,72.33,106.49,29130.0012,94.86284160881982
8.1,1.0,9.005,72.328,106.8,29160.0,81.85894447105395
8.108333,1.0,8.971,72.326,107.08,29189.9988,73.93708774445206
8.116667,1.0,8.936,72.324,107.35,29220.0012,69.26597777538957
8.125,1.0,8.902,72.322,107.68,29250.0,87.14008349092506
8.133333,1.0,8.868,72.32,108.0,29279.9988,84.49944846395063
8.141667,1.0,8.833,72.318,108.31,29310.0012,79.5275329702974
8.15,1.0,8.798,72.316,108.67,29340.0,92.35452655413471
8.158333,1.0,8.764,72.314,108.96,29369.9988,76.57755243737502
8.166667,1.0,8.729,72.312,109.18,29400.001200000002,56.43884396180499
8.175,1.0,8.694,72.311,109.57,29430.000000000004,100.17018189332562
8.183333,1.0,8.659,72.309,109.89,29459.998799999998,82.09281507048621
8.191667,1.0,8.623,72.308,110.23,29490.001200000002,84.90391874340331
8.2,1.0,8.588,72.306,110.51,29519.999999999996,71.83117015138393
8.208333,1.0,8.552,72.305,110.82,29549.998799999998,77.41238555885339
8.216667,1.0,8.517,72.303,111.2,29580.0012,97.48510155166711
8.225,1.0,8.481,72.302,111.5,29610.0,74.91520132640639
8.233333,1.0,8.445,72.301,111.85,29639.9988,87.40106203787617
8.241667,1.0,8.409,72.3,112.27,29670.0012,104.88126706447268
8.25,1.0,8.373,72.299,112.7,29700.0,107.37843256438444
8.258333,1.0,8.336,72.298,113.01,29729.9988,75.32164283165214
8.266667,1.0,8.3,72.298,113.38,29760.0012,92.43027616386716
8.275,1.0,8.264,72.297,113.73,29790.0,87.40103137086402
8.283333,1.0,8.227,72.296,114.09,29819.9988,87.47027755074203
8.291667,1.0,8.19,72.296,114.47,29850.001200000002,92.36275952678602
8.3,1.0,8.153,72.296,114.85,29880.000000000004,92.36275952678999
8.308333,1.0,8.116,72.295,115.17,29909.998799999998,77.7513423196161
8.316667,1.0,8.079,72.295,115.6,29940.001200000002,104.51575420136707
8.325,1.0,8.042,72.295,116.01,29969.999999999996,99.65455633153611
8.333333,1.0,8.005,72.295,116.45,29999.998799999998,106.94635313628388
8.341667,1.0,7.967,72.295,116.87,30030.0012,99.39870381206764
8.35,1.0,7.929,72.296,117.3,30060.0,101.73079364095132
8.358333,1.0,7.892,72.296,117.71,30089.9988,99.65455633153266
8.366667,1.0,7.854,72.296,118.09,30120.0012,89.93216059187641
8.375,1.0,7.816,72.297,118.52,30150.0,101.73077475771714
8.383333,1.0,7.778,72.298,118.94,30179.9988,99.36493664202995
8.391667,1.0,7.74,72.298,119.37,30210.0012,101.76533961712232
8.4,1.0,7.702,72.299,119.84,30240.0,111.19408211173977
8.408333,1.0,7.663,72.3,120.3,30269.9988,106.0396004198233
8.416667,1.0,7.625,72.301,120.81,30300.001200000002,120.65739338196865
8.425,1.0,7.586,72.303,121.25,30330.000000000004,101.33110049446029
8.433333,1.0,7.547,72.304,121.7,30359.998799999998,103.73437356833972
8.441667,1.0,7.509,72.306,122.17,30390.001200000002,111.08077481015513
8.45,1.0,7.47,72.307,122.65,30419.999999999996,110.64998578303852
8.458333,1.0,7.431,72.309,123.06,30449.998799999998,94.42207480032543
8.466667,1.0,7.391,72.311,123.62,30480.0012,125.75054673607849
8.475,1.0,7.352,72.313,124.11,30510.0,112.84584207019697
8.483333,1.0,7.313,72.315,124.61,30539.9988,115.14879234649406
8.491667,1.0,7.273,72.317,125.11,30570.0012,112.27720068526125
8.5,1.0,7.234,72.32,125.62,30600.0,117.26268973041319
8.508333,1.0,7.194,72.322,126.11,30629.9988,110.03160928342965
8.516667,1.0,7.154,72.325,126.63,30660.0012,116.58946051660493
8.525,1.0,7.114,72.328,127.06,30690.0,96.41046890193222
8.533333,1.0,7.074,72.331,127.65,30719.9988,132.28406826180733
8.541667,1.0,7.034,72.334,128.15,30750.001200000002,112.10508908830684
8.55,1.0,6.994,72.337,128.71,30780.000000000004,125.5576401837793
8.558333,1.0,6.954,72.341,129.19,30809.998799999998,107.39085127126894
8.566667,1.0,6.914,72.344,129.74,30840.001200000002,123.31542338327417
8.575,1.0,6.873,72.348,129.74,30869.999999999996,0.0
8.583333,1.0,6.833,72.352,130.32,30899.998799999998,129.76362101477636
8.591667,1.0,6.792,72.356,130.91,30930.0012,128.81158607206723
8.6,1.0,6.751,72.36,131.48,30960.0,124.44499301619683
