Time,PRN,Lat,Lon,Stec,Time_seconds,Gradient (mm/km),Alert Status,Recovery Timer
13.0,1.0,11.377,81.819,64.03,46800.0,-104.14175489599114,Normal,0
13.008333,1.0,11.401,81.816,63.87,46829.9988,-59.50964843437432,Normal,0
13.016667,1.0,11.425,81.813,63.64,46860.0012,-85.5452265119641,Normal,0
13.025,1.0,11.449,81.81,63.39,46890.0,-92.98405827488,Normal,0
13.033333,1.0,11.473,81.807,63.19,46919.9988,-74.3873399366148,Normal,0
13.041667,1.0,11.496,81.805,62.94,46950.0012,-97.3993463954033,Normal,0
13.05,1.0,11.52,81.802,62.66,46980.0,-104.14253250639752,Normal,0
13.058333,1.0,11.544,81.799,62.39,47009.9988,-100.42328306322256,Normal,0
13.066667,1.0,11.567,81.796,62.19,47040.001200000006,-77.57105502081072,Normal,0
13.075,1.0,11.591,81.793,61.9,47070.0,-107.86231208705333,Normal,0
13.083333,1.0,11.615,81.791,61.58,47099.9988,-119.512023145967,Normal,0
13.091667,1.0,11.638,81.788,61.3,47130.0012,-108.59992043515838,Normal,0
13.1,1.0,11.661,81.785,61.09,47160.0,-81.45004846877775,Normal,0
13.108333,1.0,11.685,81.782,60.82,47189.9988,-100.424032577137,Normal,0
13.116667,1.0,11.708,81.779,60.46,47220.0012,-139.62903443010532,Normal,0
13.125,1.0,11.731,81.777,60.21,47250.0,-97.39993719331444,Normal,0
13.133333,1.0,11.754,81.774,59.96,47279.9988,-96.96486643049909,Normal,0
13.141667,1.0,11.777,81.771,59.6,47310.0012,-139.62959479418296,Normal,0
13.15,1.0,11.8,81.769,59.31,47340.0,-112.98413085810624,Normal,0
13.158333,1.0,11.823,81.766,58.97,47369.9988,-131.872749539743,Normal,0
13.166667,1.0,11.846,81.763,58.59,47400.0012,-147.38738928827635,Normal,0
13.175,1.0,11.869,81.761,58.21,47430.0,-148.04843988340272,Normal,0
13.183333,1.0,11.891,81.758,57.89,47459.9988,-129.66107243744784,Normal,0
13.191667,1.0,11.914,81.755,57.5,47490.001200000006,-151.2666096825364,Normal,0
13.2,1.0,11.937,81.753,57.09,47520.0,-159.73676157799767,Normal,0
13.208333,1.0,11.959,81.75,56.71,47549.9988,-153.97319790334004,Normal,0
13.216667,1.0,11.982,81.748,56.32,47580.0012,-151.94490587770952,Normal,0
13.225,1.0,12.005,81.745,55.89,47610.0,-166.78203189825737,Normal,0
13.233333,1.0,12.027,81.743,55.45,47639.9988,-179.15748154896227,Normal,0
13.241667,1.0,12.049,81.74,55.03,47670.0012,-170.18189563826976,Normal,0
13.25,1.0,12.072,81.738,54.6,47700.0,-167.5294010372348,Normal,0
13.258333,1.0,12.094,81.735,54.18,47729.9988,-170.1823946183014,Normal,0
13.266667,1.0,12.116,81.733,53.65,47760.0012,-215.8038916888409,Normal,0
13.275,1.0,12.139,81.73,53.14,47790.0,-197.8128296561796,Normal,0
13.283333,1.0,12.161,81.728,52.63,47819.9988,-207.66062329430025,Normal,0
13.291667,1.0,12.183,81.725,52.14,47850.0012,-198.54728443028625,Normal,0
13.3,1.0,12.205,81.723,51.61,47880.0,-215.80445722858303,Normal,0
13.308333,1.0,12.227,81.721,51.07,47909.9988,-219.87638248612467,Normal,0
13.316667,1.0,12.249,81.718,50.57,47940.001200000006,-202.6001508899905,Normal,0
13.325,1.0,12.271,81.716,50.06,47970.0,-207.66129878732397,Normal,0
13.333333,1.0,12.293,81.714,49.54,47999.9988,-211.7332274070533,Normal,0
13.341667,1.0,12.315,81.712,49.04,48030.0012,-203.5897750841241,Normal,0
13.35,1.0,12.336,81.709,48.54,48060.0,-212.0687916144589,Normal,0
13.358333,1.0,12.358,81.707,48.05,48089.9988,-199.51823563565048,Normal,0
13.366667,1.0,12.38,81.705,47.51,48120.0012,-219.87738400094295,Normal,0
13.375,1.0,12.402,81.703,47.02,48150.0,-199.51849851129592,Normal,0
13.383333,1.0,12.423,81.701,46.51,48179.9988,-217.46801947601455,Normal,0
13.391667,1.0,12.445,81.699,46.0,48210.0012,-207.66237896426455,Normal,0
13.4,1.0,12.467,81.697,45.48,48240.0,-211.73433060511903,Normal,0
13.408333,1.0,12.488,81.695,44.95,48269.9988,-225.99666227844412,Normal,0
13.416667,1.0,12.51,81.693,44.51,48300.0012,-179.16005078793657,Normal,0
13.425,1.0,12.531,81.691,43.97,48330.0,-230.26107859415683,Normal,0
13.433333,1.0,12.553,81.689,43.44,48359.9988,-215.8067058746753,Normal,0
13.441667,1.0,12.574,81.687,42.96,48390.001200000006,-204.67680711148225,Normal,0
13.45,1.0,12.596,81.685,42.54,48420.0,-171.016858288645,Normal,0
13.458333,1.0,12.617,81.683,42.22,48449.9988,-136.45140057123874,Normal,0
13.466667,1.0,12.639,81.681,41.96,48480.0012,-105.86771770647202,Normal,0
13.475,1.0,12.66,81.68,41.77,48510.0,-81.27950580997137,Normal,0
13.483333,1.0,12.681,81.678,41.68,48539.9988,-38.37703871218417,Normal,0
13.491667,1.0,12.702,81.676,41.62,48570.0012,-25.58471053486876,Normal,0
13.5,1.0,12.724,81.674,41.96,48600.0,138.44276048688238,Normal,0
13.508333,1.0,12.745,81.673,41.96,48629.9988,0.0,Normal,0
13.516667,1.0,12.766,81.671,41.96,48660.0012,0.0,Normal,0
13.525,1.0,12.787,81.67,41.96,48690.0,0.0,Normal,0
13.533333,1.0,12.809,81.668,41.96,48719.9988,0.0,Normal,0
13.541667,1.0,12.83,81.667,41.96,48750.0012,0.0,Normal,0
13.55,1.0,12.851,81.665,41.51,48780.0,-191.88629608433567,Normal,0
13.558333,1.0,12.872,81.664,41.51,48809.9988,0.0,Normal,0
13.566667,1.0,12.893,81.662,41.05,48840.001200000006,-196.15071659894392,Normal,0
13.575,1.0,12.914,81.661,41.05,48870.0,0.0,Normal,0
13.583333,1.0,12.935,81.66,40.11,48899.9988,-402.1206029035321,Alert,0
13.591667,1.0,12.956,81.658,40.12,48930.0012,4.264155197912201,Alert,30
13.6,1.0,12.977,81.657,40.4,48960.0,119.78064849666612,Alert,0
13.608333,1.0,12.998,81.656,40.22,48989.9988,-77.0018594361755,Alert,30
13.616667,1.0,13.019,81.655,39.99,49020.0012,-98.39128271769164,Alert,60
13.625,1.0,13.04,81.654,39.9,49050.0,-38.5009437236814,Alert,90
13.633333,1.0,13.061,81.653,39.9,49079.9988,0.0,Normal,120
13.641667,1.0,13.082,81.652,39.77,49110.0012,-55.61249455860195,Normal,0
13.65,1.0,13.103,81.651,40.22,49140.0,192.5048240546824,Normal,0
13.658333,1.0,13.124,81.65,40.22,49169.9988,0.0,Normal,0
13.666667,1.0,13.145,81.649,40.22,49200.0012,0.0,Normal,0
13.675,1.0,13.166,81.648,40.22,49230.0,0.0,Normal,0
13.683333,1.0,13.187,81.647,40.57,49259.9988,149.72608417800686,Normal,0
13.691667,1.0,13.208,81.646,40.02,49290.001200000006,-235.28388990595505,Normal,0
13.7,1.0,13.229,81.645,39.11,49320.0,-389.2879623866426,Alert,0
13.708333,1.0,13.25,81.645,39.11,49349.9988,0.0,Alert,30
13.716667,1.0,13.271,81.644,38.61,49380.0012,-213.8945639199941,Alert,0
13.725,1.0,13.292,81.644,38.61,49410.0,0.0,Alert,30
13.733333,1.0,13.313,81.643,38.91,49439.9988,128.3367859469744,Alert,0
13.741667,1.0,13.334,81.642,39.38,49470.0012,201.0610020150262,Alert,0
13.75,1.0,13.355,81.642,39.38,49500.0,0.0,Alert,30
13.758333,1.0,13.376,81.642,39.38,49529.9988,0.0,Alert,60
13.766667,1.0,13.397,81.641,39.9,49560.0012,222.45059469630849,Alert,0
13.775,1.0,13.418,81.641,39.9,49590.0,0.0,Alert,30
13.783333,1.0,13.439,81.641,39.9,49619.9988,0.0,Alert,60
13.791667,1.0,13.46,81.64,39.9,49650.0012,0.0,Alert,90
13.8,1.0,13.481,81.64,39.34,49680.0,-239.8190949116671,Alert,0
13.808333,1.0,13.502,81.64,39.34,49709.9988,0.0,Alert,30
13.816667,1.0,13.523,81.64,39.34,49740.001200000006,0.0,Alert,60
13.825,1.0,13.544,81.64,39.53,49770.0,81.36719291645203,Alert,90
13.833333,1.0,13.565,81.64,39.98,49799.9988,192.7117726968897,Alert,0
13.841667,1.0,13.586,81.64,40.13,49830.0012,64.23725756562324,Alert,30
13.85,1.0,13.607,81.64,40.13,49860.0,0.0,Alert,60
13.858333,1.0,13.628,81.641,39.44,49889.9988,-295.17543890751347,Alert,0
13.866667,1.0,13.649,81.641,39.44,49920.0012,0.0,Alert,30
13.875,1.0,13.67,81.641,39.76,49950.0,137.03948280665782,Alert,0
13.883333,1.0,13.691,81.641,39.76,49979.9988,0.0,Alert,30
13.891667,1.0,13.712,81.642,39.76,50010.0012,0.0,Alert,60
13.9,1.0,13.733,81.642,39.98,50040.0,94.2146444295838,Alert,90
13.908333,1.0,13.755,81.643,39.98,50069.9988,0.0,Normal,120
13.916667,1.0,13.776,81.644,39.91,50100.0012,-29.945374632176364,Normal,0
13.925,1.0,13.797,81.644,39.73,50130.0,-77.08470907874484,Normal,0
13.933333,1.0,13.818,81.645,39.73,50159.9988,0.0,Normal,0
13.941667,1.0,13.84,81.646,39.44,50190.001200000006,-118.4316383836644,Normal,0
13.95,1.0,13.861,81.647,39.44,50220.0,0.0,Normal,0
13.958333,1.0,13.882,81.647,39.6,50249.9988,68.51974140333563,Normal,0
13.966667,1.0,13.903,81.648,39.24,50280.0012,-154.0049630967096,Normal,0
13.975,1.0,13.925,81.649,39.24,50310.0,0.0,Normal,0
13.983333,1.0,13.946,81.651,39.24,50339.9988,0.0,Normal,0
13.991667,1.0,13.968,81.652,39.24,50370.0012,0.0,Normal,0
14.0,1.0,13.989,81.653,39.24,50400.0,0.0,Normal,0
14.008333,1.0,14.011,81.654,38.83,50429.9988,-167.43807410709908,Normal,0
14.016667,1.0,14.032,81.656,38.83,50460.0012,0.0,Normal,0
14.025,1.0,14.054,81.657,38.83,50490.0,0.0,Normal,0
14.033333,1.0,14.075,81.658,38.83,50519.9988,0.0,Normal,0
14.041667,1.0,14.097,81.66,38.83,50550.0012,0.0,Normal,0
14.05,1.0,14.119,81.662,38.64,50580.0,-77.36855652607863,Normal,0
14.058333,1.0,14.141,81.663,38.64,50609.9988,0.0,Normal,0
14.066667,1.0,14.162,81.665,38.64,50640.001200000006,0.0,Normal,0
14.075,1.0,14.184,81.667,38.35,50670.0,-118.08910969866945,Normal,0
14.083333,1.0,14.206,81.669,38.35,50699.9988,0.0,Normal,0
14.091667,1.0,14.228,81.671,38.04,50730.0012,-126.23337522529228,Normal,0
14.1,1.0,14.25,81.673,37.65,50760.0,-158.8098492602372,Normal,0
14.108333,1.0,14.272,81.675,37.11,50789.9988,-219.8907257087033,Normal,0
14.116667,1.0,14.294,81.677,37.11,50820.0012,0.0,Normal,0
14.125,1.0,14.316,81.679,37.58,50850.0,191.38666054775675,Normal,0
14.133333,1.0,14.338,81.682,37.75,50879.9988,68.89431187297316,Normal,0
14.141667,1.0,14.36,81.684,38.1,50910.0012,142.522196460984,Normal,0
14.15,1.0,14.383,81.687,38.14,50940.0,15.517001038181302,Normal,0
14.158333,1.0,14.405,81.689,38.51,50969.9988,150.66655530491644,Normal,0
14.166667,1.0,14.427,81.692,38.04,51000.0012,-190.47380944605052,Normal,0
14.175,1.0,14.45,81.695,37.52,51030.0,-201.72196529972825,Normal,0
14.183333,1.0,14.472,81.697,37.93,51059.9988,166.95521789018855,Normal,0
14.191667,1.0,14.495,81.7,37.93,51090.001200000006,0.0,Normal,0
14.2,1.0,14.518,81.703,38.23,51120.0,116.37861661082236,Normal,0
14.208333,1.0,14.54,81.706,38.48,51149.9988,101.31673980735113,Normal,0
14.216667,1.0,14.563,81.71,38.71,51180.0012,88.68443747914134,Normal,0
14.225,1.0,14.586,81.713,38.71,51210.0,0.0,Normal,0
14.233333,1.0,14.609,81.716,38.71,51239.9988,0.0,Normal,0
14.241667,1.0,14.632,81.719,38.53,51270.0012,-69.82773620755411,Normal,0
14.25,1.0,14.655,81.723,38.53,51300.0,0.0,Normal,0
14.258333,1.0,14.678,81.727,38.35,51329.9988,-69.40621197341977,Normal,0
14.266667,1.0,14.701,81.73,38.35,51360.0012,0.0,Normal,0
14.275,1.0,14.724,81.734,38.35,51390.0,0.0,Normal,0
14.283333,1.0,14.748,81.738,38.35,51419.9988,0.0,Normal,0
14.291667,1.0,14.771,81.742,38.35,51450.0012,0.0,Normal,0
14.3,1.0,14.794,81.746,38.03,51480.0,-123.3906275736131,Normal,0
14.308333,1.0,14.818,81.75,38.52,51509.9988,181.273305155677,Normal,0
14.316667,1.0,14.842,81.754,38.4,51540.001200000006,-44.39358696744129,Normal,0
14.325,1.0,14.865,81.759,37.9,51570.0,-191.3264647129784,Normal,0
14.333333,1.0,14.889,81.763,38.35,51599.9988,166.4768672822423,Normal,0
14.341667,1.0,14.913,81.768,38.67,51630.0012,117.55088192108003,Normal,0
14.35,1.0,14.937,81.772,38.76,51660.0,33.295561132524305,Normal,0
14.358333,1.0,14.961,81.777,38.76,51689.9988,0.0,Normal,0
14.366667,1.0,14.985,81.782,38.76,51720.0012,0.0,Normal,0
14.375,1.0,15.01,81.787,38.76,51750.0,0.0,Normal,0
14.383333,1.0,15.034,81.792,38.59,51779.9988,-62.45027813674404,Normal,0
14.391667,1.0,15.059,81.797,38.59,51810.0012,0.0,Normal,0
14.4,1.0,15.083,81.802,38.65,51840.0,22.04147176775577,Normal,0
14.408333,1.0,15.108,81.807,38.64,51869.9988,-3.5320393662363427,Normal,0
14.416667,1.0,15.133,81.813,38.33,51900.0012,-108.6381075183021,Normal,0
14.425,1.0,15.157,81.818,37.82,51930.0,-187.35505000118545,Normal,0
14.433333,1.0,15.182,81.824,37.76,51959.9988,-21.026978395954533,Normal,0
14.441667,1.0,15.208,81.83,37.39,51990.001200000006,-124.92010444360103,Normal,0
14.45,1.0,15.233,81.836,37.06,52020.0,-115.64980461732266,Normal,0
14.458333,1.0,15.258,81.842,37.27,52049.9988,73.59577525919055,Normal,0
14.466667,1.0,15.284,81.848,37.48,52080.0012,70.90180954422598,Normal,0
14.475,1.0,15.309,81.854,37.2,52110.0,-98.12891363858124,Normal,0
14.483333,1.0,15.335,81.861,37.76,52139.9988,187.48271473358844,Normal,0
14.491667,1.0,15.361,81.867,37.65,52170.0012,-37.139688043103874,Normal,0
14.5,1.0,15.387,81.874,37.65,52200.0,0.0,Normal,0
14.508333,1.0,15.413,81.881,37.9,52229.9988,83.69961700179081,Normal,0
14.516667,1.0,15.439,81.888,37.56,52260.0012,-113.83237791184332,Normal,0
14.525,1.0,15.465,81.895,37.56,52290.0,0.0,Normal,0
14.533333,1.0,15.491,81.902,37.56,52319.9988,0.0,Normal,0
14.541667,1.0,15.518,81.909,37.8,52350.0012,77.55609718350485,Normal,0
14.55,1.0,15.545,81.916,37.8,52380.0,0.0,Normal,0
14.558333,1.0,15.572,81.924,38.06,52409.9988,83.27531198112723,Normal,0
14.566667,1.0,15.599,81.932,38.06,52440.001200000006,0.0,Normal,0
14.575,1.0,15.626,81.939,38.34,52470.0,90.48490169052818,Normal,0
14.583333,1.0,15.653,81.947,38.34,52499.9988,0.0,Normal,0
14.591667,1.0,15.68,81.955,38.34,52530.0012,0.0,Normal,0
14.6,1.0,15.708,81.964,38.34,52560.0,0.0,Normal,0
14.608333,1.0,15.736,81.972,38.34,52589.9988,0.0,Normal,0
14.616667,1.0,15.764,81.981,38.84,52620.0012,153.41943520304548,Normal,0
14.625,1.0,15.792,81.989,38.84,52650.0,0.0,Normal,0
14.633333,1.0,15.82,81.998,38.87,52679.9988,9.205388103206635,Normal,0
14.641667,1.0,15.848,82.007,38.87,52710.0012,0.0,Normal,0
14.65,1.0,15.877,82.016,38.61,52740.0,-77.25966727216638,Normal,0
14.658333,1.0,15.905,82.025,38.61,52769.9988,0.0,Normal,0
14.666667,1.0,15.934,82.035,38.15,52800.0012,-135.40076581632945,Normal,0
14.675,1.0,15.963,82.044,38.27,52830.0,35.659555503985615,Normal,0
14.683333,1.0,15.993,82.054,38.07,52859.9988,-57.09481500759605,Normal,0
14.691667,1.0,16.022,82.064,38.2,52890.001200000006,38.2670987030253,Normal,0
14.7,1.0,16.052,82.074,38.2,52920.0,0.0,Normal,0
14.708333,1.0,16.081,82.084,38.71,52949.9988,150.12916938859027,Normal,0
14.716667,1.0,16.111,82.095,39.1,52980.0012,110.26912653395772,Normal,0
14.725,1.0,16.141,82.105,39.1,53010.0,0.0,Normal,0
14.733333,1.0,16.172,82.116,39.1,53039.9988,0.0,Normal,0
14.741667,1.0,16.202,82.127,38.83,53070.0012,-76.3440373900904,Normal,0
14.75,1.0,16.233,82.138,38.3,53100.0,-145.53910135875515,Normal,0
14.758333,1.0,16.264,82.149,38.38,53129.9988,21.96852614812237,Normal,0
14.766667,1.0,16.295,82.161,38.31,53160.0012,-19.035622172711893,Normal,0
14.775,1.0,16.326,82.173,38.31,53190.0,0.0,Normal,0
14.783333,1.0,16.358,82.184,38.52,53219.9988,56.04746209327539,Normal,0
14.791667,1.0,16.39,82.196,38.52,53250.0012,0.0,Normal,0
14.8,1.0,16.422,82.209,38.52,53280.0,0.0,Normal,0
14.808333,1.0,16.454,82.221,38.77,53309.9988,66.11317859715278,Normal,0
14.816667,1.0,16.486,82.234,39.25,53340.001200000006,125.69638612675212,Normal,0
14.825,1.0,16.519,82.246,39.16,53370.0,-23.159649521308115,Normal,0
14.833333,1.0,16.552,82.26,38.8,53399.9988,-90.87942786402476,Normal,0
14.841667,1.0,16.585,82.273,38.8,53430.0012,0.0,Normal,0
14.85,1.0,16.619,82.286,38.96,53460.0,39.7374491512474,Normal,0
14.858333,1.0,16.652,82.3,39.42,53489.9988,116.13227718126598,Normal,0
14.866667,1.0,16.686,82.314,39.42,53520.0012,0.0,Normal,0
14.875,1.0,16.72,82.328,39.42,53550.0,0.0,Normal,0
14.883333,1.0,16.754,82.342,39.8,53579.9988,93.50542101114844,Normal,0
14.891667,1.0,16.789,82.356,40.33,53610.0012,127.1751236752734,Normal,0
14.9,1.0,16.824,82.371,39.89,53640.0,-104.59697691411482,Normal,0
14.908333,1.0,16.859,82.386,40.07,53669.9988,42.79081088363591,Normal,0
14.916667,1.0,16.895,82.401,39.84,53700.0012,-53.37067535373968,Normal,0
14.925,1.0,16.93,82.417,39.84,53730.0,0.0,Normal,0
14.933333,1.0,16.966,82.432,39.84,53759.9988,0.0,Normal,0
14.941667,1.0,17.003,82.448,39.84,53790.001200000006,0.0,Normal,0
14.95,1.0,17.039,82.465,40.24,53820.0,91.07093187798309,Normal,0
14.958333,1.0,17.076,82.481,40.24,53849.9988,0.0,Normal,0
14.966667,1.0,17.113,82.498,40.4,53880.0012,35.60722249810187,Normal,0
14.975,1.0,17.151,82.515,40.4,53910.0,0.0,Normal,0
15.008333,1.0,17.303,82.585,40.4,54029.9988,0.0,DataGap,0
15.091667,1.0,17.709,82.78,40.4,54330.0012,0.0,DataGap,0
15.191667,1.0,18.246,83.057,40.88,54690.001200000006,81.97670336233149,DataGap,0
15.433333,2.0,4.839,73.378,43.56,55559.9988,-37.26263842135378,Normal,0
15.441667,2.0,4.915,73.414,42.08,55590.001200000006,-158.37748396429856,Normal,0
15.45,2.0,4.989,73.45,41.27,55620.0,-88.58321786739785,Normal,0
15.458333,2.0,5.063,73.485,40.77,55649.9988,-54.96928865103049,Normal,0
15.466667,2.0,5.136,73.52,40.09,55680.0012,-75.59474834507706,Normal,0
15.475,2.0,5.208,73.554,39.34,55710.0,-84.77223880331391,Normal,0
15.483333,2.0,5.279,73.588,38.3,55739.9988,-118.90392693112744,Normal,0
15.491667,2.0,5.35,73.621,37.23,55770.0012,-122.99848719855449,Normal,0
15.5,2.0,5.42,73.654,36.86,55800.0,-43.03161392400125,Normal,0
15.508333,2.0,5.489,73.686,35.49,55829.9988,-162.11809592338423,Normal,0
15.516667,2.0,5.557,73.718,35.33,55860.0012,-19.16252184966821,Normal,0
15.525,2.0,5.624,73.75,34.2,55890.0,-136.98802114047305,Normal,0
15.533333,2.0,5.691,73.781,33.64,55919.9988,-68.27744143531908,Normal,0
15.541667,2.0,5.757,73.811,32.98,55950.0012,-81.94104062350857,Normal,0
15.55,2.0,5.822,73.841,32.8,55980.0,-22.63231479873357,Normal,0
15.558333,2.0,5.887,73.871,31.78,56009.9988,-128.2523669633965,Normal,0
15.566667,2.0,5.951,73.9,30.88,56040.001200000006,-115.2974484636213,Normal,0
15.575,2.0,6.014,73.929,30.5,56070.0,-49.32179892252327,Normal,0
15.583333,2.0,6.076,73.958,29.58,56099.9988,-120.99872183203752,Normal,0
15.591667,2.0,6.138,73.986,28.53,56130.0012,-138.93907046080653,Normal,0
15.6,2.0,6.199,74.013,27.55,56160.0,-132.24285618510743,Normal,0
15.608333,2.0,6.259,74.041,26.72,56189.9988,-112.85362259195232,Normal,0
15.616667,2.0,6.319,74.067,25.48,56220.0012,-170.69869502657016,Normal,0
15.625,2.0,6.378,74.094,23.86,56250.0,-224.7756341215177,Normal,0
15.633333,2.0,6.437,74.12,23.53,56279.9988,-46.07646902486999,Normal,0
15.641667,2.0,6.495,74.146,22.66,56310.0012,-123.22671704125528,Normal,0
15.65,2.0,6.552,74.171,22.7,56340.0,5.785592839739472,Normal,0
15.658333,2.0,6.609,74.196,22.47,56369.9988,-33.26776537491123,Normal,0
15.666667,2.0,6.665,74.221,21.59,56400.0012,-129.18991568853622,Normal,0
15.675,2.0,6.72,74.245,20.8,56430.0,-118.52305055600132,Normal,0
15.683333,2.0,6.775,74.27,20.05,56459.9988,-111.7747665626673,Normal,0
15.691667,2.0,6.829,74.293,20.05,56490.001200000006,0.0,Normal,0
15.7,2.0,6.883,74.317,20.05,56520.0,0.0,Normal,0
15.75,2.0,7.194,74.45,20.05,56700.0,0.0,DataGap,0
15.758333,2.0,7.244,74.472,20.05,56729.9988,0.0,Normal,0
15.766667,2.0,7.293,74.492,20.04,56760.0012,-1.7012001932550922,Normal,0
15.775,2.0,7.342,74.513,19.58,56790.0,-77.6976949324248,Normal,0
15.783333,2.0,7.391,74.533,19.56,56819.9988,-3.4025056207115227,Normal,0
15.791667,2.0,7.439,74.554,20.08,56850.0012,89.37766645701865,Normal,0
15.8,2.0,7.486,74.573,19.63,56880.0,-79.92379601718473,Normal,0
15.808333,2.0,7.533,74.593,18.87,56909.9988,-133.98647344247624,Normal,0
15.816667,2.0,7.58,74.612,18.77,56940.001200000006,-17.761375172690787,Normal,0
15.825,2.0,7.626,74.631,18.96,56970.0,34.37639528020782,Normal,0
15.833333,2.0,7.671,74.65,19.66,56999.9988,129.05077674958184,Normal,0
15.841667,2.0,7.717,74.669,19.84,57030.0012,32.56810830701921,Normal,0
15.85,2.0,7.761,74.687,19.6,57060.0,-45.460823380137015,Normal,0
15.858333,2.0,7.806,74.705,19.72,57089.9988,22.294863144984024,Normal,0
15.866667,2.0,7.85,74.723,19.51,57120.0012,-39.7794122349308,Normal,0
15.875,2.0,7.893,74.74,19.4,57150.0,-21.42175714455099,Normal,0
15.883333,2.0,7.936,74.757,19.37,57179.9988,-5.842378227376555,Normal,0
15.891667,2.0,7.979,74.775,19.01,57210.0012,-69.55191170272421,Normal,0
15.9,2.0,8.021,74.791,18.68,57240.0,-66.11301626202099,Normal,0
15.908333,2.0,8.063,74.808,18.28,57269.9988,-79.50228923685009,Normal,0
15.916667,2.0,8.104,74.824,18.23,57300.0012,-10.23030130526764,Normal,0
15.925,2.0,8.145,74.841,18.14,57330.0,-18.262557628047983,Normal,0
15.933333,2.0,8.186,74.857,17.99,57359.9988,-30.691718247925746,Normal,0
15.941667,2.0,8.226,74.872,18.15,57390.001200000006,33.724822237226206,Normal,0
15.95,2.0,8.266,74.888,18.37,57420.0,45.990243349526985,Normal,0
15.958333,2.0,8.306,74.903,18.53,57449.9988,33.72564837363004,Normal,0
15.966667,2.0,8.345,74.919,18.53,57480.0012,0.0,Normal,0
15.975,2.0,8.384,74.933,18.53,57510.0,0.0,Normal,0
15.983333,2.0,8.422,74.948,18.53,57539.9988,0.0,Normal,0
15.991667,2.0,8.46,74.963,18.53,57570.0012,0.0,Normal,0
16.0,2.0,8.498,74.977,18.53,57600.0,0.0,Normal,0
16.008333,2.0,8.536,74.991,18.53,57629.9988,0.0,Normal,0
16.016667,2.0,8.573,75.005,18.53,57660.001200000006,0.0,Normal,0
16.025,2.0,8.61,75.019,17.93,57689.99999999999,-136.58936225585697,Normal,0
16.033333,2.0,8.646,75.033,18.16,57719.9988,53.629209838311766,Normal,0
16.041667,2.0,8.682,75.047,18.28,57750.0012,27.98080157393145,Normal,0
16.05,2.0,8.718,75.06,17.95,57780.0,-77.6397355720354,Normal,0
16.058333,2.0,8.754,75.073,17.86,57809.9988,-21.174703888651116,Normal,0
16.066667,2.0,8.789,75.086,17.6,57840.0012,-62.7148001131478,Normal,0
16.075,2.0,8.824,75.099,17.53,57870.0,-16.884943233023314,Normal,0
16.083333,2.0,8.858,75.111,17.39,57899.9988,-34.965545353678124,Normal,0
16.091667,2.0,8.893,75.124,17.6,57930.001200000006,50.65595607815715,Normal,0
16.1,2.0,8.927,75.136,17.6,57960.00000000001,0.0,Normal,0
16.108333,2.0,8.96,75.149,17.72,57989.9988,30.47629146698313,Normal,0
16.116667,2.0,8.994,75.161,17.67,58020.0012,-12.488198461017609,Normal,0
16.125,2.0,9.027,75.172,17.96,58050.0,75.06778863854619,Normal,0
16.133333,2.0,9.06,75.184,18.17,58079.9988,53.86172568223219,Normal,0
16.141667,2.0,9.093,75.196,18.49,58110.001200000006,82.07587156768152,Normal,0
16.15,2.0,9.125,75.207,18.49,58139.99999999999,0.0,Normal,0
16.158333,2.0,9.157,75.219,18.49,58169.9988,0.0,Normal,0
16.166667,2.0,9.189,75.23,19.08,58200.0012,157.01757093057932,Normal,0
16.175,2.0,9.221,75.241,19.36,58230.0,74.51750852075496,Normal,0
16.183333,2.0,9.252,75.252,19.79,58259.9988,117.73250505243593,Normal,0
16.191667,2.0,9.283,75.262,20.06,58290.0012,74.63672015415831,Normal,0
16.2,2.0,9.314,75.273,19.93,58320.0,-35.59423463713468,Normal,0
16.208333,2.0,9.345,75.284,19.91,58349.9988,-5.476089171189768,Normal,0
16.216667,2.0,9.375,75.294,19.86,58380.001200000006,-14.238366447481903,Normal,0
16.225,2.0,9.405,75.304,19.96,58410.00000000001,28.476973172821808,Normal,0
16.233333,2.0,9.435,75.314,20.09,58439.9988,37.02037845727209,Normal,0
16.241667,2.0,9.465,75.324,19.92,58470.0012,-48.411675148994455,Normal,0
16.25,2.0,9.494,75.334,20.11,58500.0,55.7828434955597,Normal,0
16.258333,2.0,9.524,75.344,20.29,58529.9988,51.26028054034181,Normal,0
16.266667,2.0,9.553,75.354,20.58,58560.001200000006,85.14375731152852,Normal,0
16.275,2.0,9.582,75.363,20.48,58589.99999999999,-29.653585923249555,Normal,0
16.283333,2.0,9.61,75.373,20.21,58619.9988,-81.79680584859751,Normal,0
16.291667,2.0,9.639,75.382,19.95,58650.0012,-77.10043369239851,Normal,0
16.3,2.0,9.667,75.391,19.46,58680.0,-150.02911113225818,Normal,0
16.308333,2.0,9.695,75.4,18.94,58709.9988,-159.21577621189186,Normal,0
16.316667,2.0,9.723,75.409,18.69,58740.0012,-76.54662928062663,Normal,0
16.325,2.0,9.75,75.418,18.91,58770.0,69.61729494639683,Normal,0
16.333333,2.0,9.778,75.427,19.17,58799.9988,79.60969042985306,Normal,0
16.341667,2.0,9.805,75.436,19.25,58830.001200000006,25.315787307286936,Normal,0
16.35,2.0,9.832,75.444,19.14,58860.00000000001,-35.17072681148517,Normal,0
16.358333,2.0,9.859,75.453,18.67,58889.9988,-148.73261267695247,Normal,0
16.366667,2.0,9.885,75.461,18.67,58920.0012,0.0,Normal,0
